xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
82,219,845,268,BEYOND BROTHERS HARDWARE,company,0.0,0,0,0,0.0,0,0,0,0,2
365,259,557,310,(872981-V),,3.0,0,0,1,872981.0,1,0,1,0,0
288,319,631,363,"LOT 1-0-2, JLN 1/50.",address,5.0,0,0,5,50.0,1,2,4,0,2
288,367,629,407,DIAMOND SQUARE.,address,1.0,0,0,0,0.0,0,0,0,0,2
303,414,622,452,OFF JLN GOMBAK,address,0.0,0,0,0,0.0,0,0,0,0,3
268,458,657,504,53000 KUALA LUMPUR,address,0.0,0,0,1,53000.0,1,0,1,0,1
133,504,443,544,TEL: 03-40211233,,2.0,0,0,2,40211233.0,1,1,2,0,1
471,509,785,549,FAX: 03-40223233,,2.0,0,0,2,40223233.0,1,1,2,0,1
195,546,724,601,IVAN_KONG12@HOTMAIL.COM,,3.0,0,1,1,12.0,1,0,0,0,0
272,602,679,646,GST ID: 001921974,,1.0,0,0,1,1921974.0,1,0,1,0,2
321,659,586,705,TAX INVOICE,,0.0,0,0,0,0.0,0,0,0,0,0
33,723,181,761,DOC NO:,,1.0,0,0,0,0.0,0,0,0,0,2
250,717,491,763,: CS00065374,,1.0,0,0,1,65374.0,1,0,0,0,0
593,719,889,768,DATE: 05/02/2018,date,3.0,0,1,3,2018.0,1,0,0,0,0
33,765,170,816,CASHIER,,0.0,0,0,0,0.0,0,0,0,0,1
241,777,391,815,: USER,,1.0,0,0,0,0.0,0,0,0,0,0
593,774,852,816,TIME: 11:14:00,,3.0,0,1,3,14.0,1,0,1,0,1
33,827,283,871,SALESPERSON :,,1.0,0,0,0,0.0,0,0,0,0,0
600,823,702,876,REF.:,,2.0,0,0,0,0.0,0,0,0,0,1
522,903,615,934,(GST),,2.0,0,0,0,0.0,0,0,0,0,1
699,900,783,938,(GST),,2.0,0,0,0,0.0,0,0,0,0,1
31,927,106,969,ITEM,,0.0,0,0,0,0.0,0,0,0,0,1
272,931,345,973,QTY,,0.0,0,0,0,0.0,0,0,0,0,1
378,925,486,974,S/PRICE,,1.0,0,0,0,0.0,0,1,0,0,0
515,929,621,969,S/PRICE,,1.0,0,0,0,0.0,0,1,0,0,0
668,927,787,971,AMOUNT,,0.0,0,0,0,0.0,0,0,0,0,0
812,931,876,966,TAX,,0.0,0,0,0,0.0,0,0,0,0,1
27,973,120,1017,4432,,0.0,1,0,1,4432.0,1,0,1,0,0
296,980,325,1015,2,,0.0,1,0,1,2.0,1,0,0,0,0
396,976,469,1020,30.00,,1.0,1,0,2,30.0,1,0,1,0,0
529,978,615,1013,31.60,,1.0,1,0,2,60.0,1,0,1,0,0
699,971,787,1013,63.50,,1.0,1,0,2,63.0,1,0,1,0,0
823,976,883,1022,SR,,0.0,0,0,0,0.0,0,0,0,0,0
31,1020,454,1071,6 GAL WHITE CONTAINER,,0.0,0,1,1,6.0,1,0,1,0,3
71,1071,237,1120,TOTAL QTY:,,1.0,0,0,0,0.0,0,0,0,0,1
294,1073,332,1117,2,,0.0,1,0,1,2.0,1,0,0,0,0
699,1073,799,1117,63.60,total,1.0,1,0,2,63.0,1,0,1,0,0
