xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
172,342,680,386,99 SPEED MART S/B (519537-X),company,4.0,0,0,2,519537.0,1,1,2,0,3
191,389,667,437,"LOT P.T. 2811, JALAN ANGSA,",address,4.0,0,1,1,2811.0,1,0,1,0,4
301,445,552,484,TAMAN BERKELEY,address,0.0,0,0,0,0.0,0,0,0,0,2
250,494,627,536,"41150 KLANG, SELANGOR",address,1.0,0,0,1,41150.0,1,0,1,0,2
249,543,624,583,1558-TMN PUSAT KEPONG,address,1.0,0,0,1,1558.0,1,0,1,0,1
212,595,662,636,GST ID. NO : 000181747712,,2.0,0,0,1,181747712.0,1,0,1,0,2
186,692,706,733,INVOICE NO : 17858/102/T0308,,3.0,0,0,3,17858.0,1,1,0,0,0
92,793,221,834,07:54PM,,1.0,0,1,2,54.0,1,0,0,0,1
393,796,503,835,561781,,0.0,1,0,1,561781.0,1,0,1,0,0
653,791,813,839,21-11-16,date,2.0,0,1,3,21.0,1,2,3,0,0
92,895,574,935,5386 STAR BRAND GARBAGE BAG,,0.0,0,1,1,5386.0,1,0,1,0,2
127,947,344,984,@6 X RM 5.30,,2.0,0,1,3,30.0,1,0,1,0,2
92,1043,630,1085,TOTAL SALES (INCLUSIVE GST) RM,,2.0,0,0,0,0.0,0,0,0,0,3
498,1098,626,1136,CASH RM,,0.0,0,0,0,0.0,0,0,0,0,2
464,1148,629,1186,CHANGE RM,,0.0,0,0,0,0.0,0,0,0,0,2
90,1242,293,1294,GST SUMMARY,,0.0,0,0,0,0.0,0,0,0,0,2
369,1247,551,1290,AMOUNT(RM),,2.0,0,0,0,0.0,0,0,0,0,1
655,1244,786,1287,TAX(RM),,2.0,0,0,0,0.0,0,0,0,0,1
87,1296,203,1339,S = 6%,,2.0,0,1,1,6.0,1,1,1,0,1
458,1298,557,1335,30.00,,1.0,1,0,2,30.0,1,0,1,0,0
710,1302,788,1336,1.80,,1.0,1,0,2,80.0,1,0,1,0,0
177,1445,685,1491,THANK YOU. PLEASE COME AGAIN,,1.0,0,0,0,0.0,0,0,0,0,2
84,1497,784,1539,KEEP THE INVOICE FOR APPLICABLE RETURNS,,0.0,0,0,0,0.0,0,0,0,0,0
642,897,806,936,RM31.80 S,,1.0,0,1,2,80.0,1,0,0,0,2
675,1047,769,1083,31.80,total,1.0,1,0,2,80.0,1,0,1,0,0
676,1098,768,1137,50.00,,1.0,1,0,2,50.0,1,0,1,0,0
674,1145,770,1184,18.20,,1.0,1,0,2,20.0,1,0,1,0,0
