xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
165,270,531,298,MR. D.I.Y. (M) SDN BHD,company,6.0,0,0,0,0.0,0,0,0,0,5
200,302,496,334,(CO.REG :860671-D),,5.0,0,0,1,860671.0,1,1,2,0,0
67,334,610,367,"LOT 1851-A & 1851-B, JALAN KPB 6,",address,5.0,0,0,3,1851.0,1,0,3,1,5
84,369,595,402,"KAWASAN PERINDUSTRIAN BALAKONG,",address,1.0,0,0,0,0.0,0,0,0,0,3
99,404,601,434,"43300 SERI KEMBANGAN, SELANGOR",address,1.0,0,0,1,43300.0,1,0,1,0,3
133,436,549,469,(GST ID NO :000306020352),,3.0,0,1,1,306020352.0,1,0,1,0,3
232,470,451,501,(IOI PUCHONG),,2.0,0,0,0,0.0,0,0,0,0,2
233,504,448,533,-TAX INVOICE-,,2.0,0,0,0,0.0,0,0,0,0,0
13,566,385,601,ACRYLIC TAPE 18MM*1.5M,,2.0,0,1,3,18.0,1,0,0,0,2
642,572,680,601,*S,,1.0,0,0,0,0.0,0,0,0,0,0
15,604,243,633,UA12 - 12/144,,2.0,0,1,3,144.0,1,0,1,0,0
17,638,132,668,9086391,,0.0,1,0,1,9086391.0,1,0,1,0,0
379,639,432,667,4 X,,0.0,0,0,1,4.0,1,0,1,0,0
565,640,647,668,11.60,,1.0,1,0,2,60.0,1,0,1,0,0
17,671,599,702,DBL SIDE CLEAR ACRYLIC TAPE VST106C,,0.0,0,0,1,106.0,1,0,0,0,6
662,672,696,703,*S,,1.0,0,0,0,0.0,0,0,0,0,0
18,705,200,735,WA10 - 8/64,,2.0,0,1,3,64.0,1,0,1,0,1
15,737,236,766,9554100363103,,0.0,1,0,1,9554100363103.0,1,0,1,0,0
382,739,531,770,1 X 11.90,,1.0,0,1,3,90.0,1,0,2,0,0
566,740,650,771,11.90,,1.0,1,0,2,90.0,1,0,1,0,0
19,771,240,802,TEST PEN 886A,,0.0,0,0,1,886.0,1,0,0,0,3
648,773,682,804,*S,,1.0,0,0,0,0.0,0,0,0,0,0
17,804,303,839,XG02XA21 - 24/600,,2.0,0,0,4,600.0,1,0,1,0,1
15,839,135,868,9020529,,0.0,1,0,1,9020529.0,1,0,1,0,0
385,838,432,870,1 X,,0.0,0,0,1,1.0,1,0,1,0,0
583,841,649,869,1.90,,1.0,1,0,2,90.0,1,0,1,0,0
16,871,268,904,S/DRIVER 860 4#,,2.0,0,1,2,860.0,1,1,2,0,2
647,875,685,902,*S,,1.0,0,0,0,0.0,0,0,0,0,0
16,904,273,937,LF31/2 - 12/240,,3.0,0,0,4,240.0,1,0,0,0,1
15,936,132,969,9071681,,0.0,1,0,1,9071681.0,1,0,1,0,0
383,940,434,970,1 X,,0.0,0,0,1,1.0,1,0,1,0,0
578,936,651,971,3.30,,1.0,1,0,2,30.0,1,0,1,0,0
13,971,406,1004,COL.SCREWDRIVER 4' +*TR,,4.0,0,1,1,4.0,1,0,1,0,1
647,975,680,1003,*S,,1.0,0,0,0,0.0,0,0,0,0,0
15,1005,239,1036,LB31 - 12/240,,2.0,0,1,3,240.0,1,0,0,0,1
15,1040,144,1069,9072218,,0.0,1,0,1,9072218.0,1,0,1,0,0
380,1042,435,1071,1 X,,0.0,0,0,1,1.0,1,0,1,0,0
