xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
1957,879,2383,938,TAX INVOICE,,0.0,0,0,0,0.0,0,0,0,0,0
1913,962,2442,1026,DOMINO'S PIZZA,address,1.0,0,0,0,0.0,0,0,0,0,1
1678,1072,2682,1140,GST REF NO : 001694261248,,1.0,0,0,1,1694261248.0,1,0,1,0,3
1643,1171,2695,1237,DOMINO'S PIZZA PERMAS JAYA,address,1.0,0,0,0,0.0,0,0,0,0,1
1619,1263,2735,1338,"NO.12, JALAN PERMAS JAYA 10,",address,3.0,0,1,2,12.0,1,0,1,0,3
1467,1362,2902,1441,"BANDAR BARU PERMAS JAYA, 81750 MASAI",address,1.0,0,0,1,81750.0,1,0,1,0,3
2076,1467,2287,1524,JOHOR,address,0.0,0,0,0,0.0,0,0,0,0,0
1432,1716,1966,1782,CARRY OUT NOW,,0.0,0,0,0,0.0,0,0,0,0,0
2331,1707,2819,1779,PAY BY: CASH,,1.0,0,0,0,0.0,0,0,0,0,0
1436,1960,1636,2030,ORDER,,0.0,0,0,0,0.0,0,0,0,0,0
1865,1953,2076,2021,: 7163,,1.0,0,1,1,7163.0,1,0,1,0,0
2331,1951,2423,2023,BY,,0.0,0,0,0,0.0,0,0,0,0,0
2542,1949,2749,2013,: 5533,,1.0,0,1,1,5533.0,1,0,1,0,0
1432,2052,2238,2122,ORDER TIME : 17:57:32,,3.0,0,1,3,57.0,1,0,1,0,0
2324,2052,2500,2116,DATE,,0.0,0,0,0,0.0,0,0,0,0,0
1428,2203,1927,2271,NAME: MS LEE,,1.0,0,0,0,0.0,0,0,0,0,2
1443,2302,2289,2374,PICKUP TIME: 18:12:32,,3.0,0,1,3,32.0,1,0,1,0,1
1432,2480,1559,2548,QTY,,0.0,0,0,0,0.0,0,0,0,0,1
1593,2476,1764,2538,MENU,,0.0,0,0,0,0.0,0,0,0,0,1
1885,2476,2063,2535,DESO,,0.0,0,0,0,0.0,0,0,0,0,1
2138,2471,2384,2539,COUPON,,0.0,0,0,0,0.0,0,0,0,0,1
2469,2465,2646,2525,DISC,,0.0,0,0,0,0.0,0,0,0,0,1
2748,2460,2963,2530,PRICE,,0.0,0,0,0,0.0,0,0,0,0,0
1461,2616,1507,2680,1,,0.0,1,0,1,1.0,1,0,0,0,0
1597,2614,1764,2676,"6""HT",,1.0,0,0,1,6.0,1,0,1,0,0
1854,2614,1995,2682,(KB),,2.0,0,0,0,0.0,0,0,0,0,1
2135,2610,2451,2672,P50C-PSI,,1.0,0,0,1,50.0,1,0,0,0,2
2739,2608,2937,2667,15.60,,1.0,1,0,2,60.0,1,0,1,0,0
2518,2786,2687,2843,8.40,,1.0,1,0,2,40.0,1,0,1,0,0
2733,2783,2933,2845,15.60,,1.0,1,0,2,60.0,1,0,1,0,0
1435,2909,1879,2979,TOTAL ITEMS,,0.0,0,0,0,0.0,0,0,0,0,0
2289,2915,2324,2966,:,,1.0,0,0,0,0.0,0,0,0,0,0
1432,3032,1799,3096,SUB-TOTAL,,1.0,0,0,0,0.0,0,0,0,0,2
2291,3034,2324,3087,:,,1.0,0,0,0,0.0,0,0,0,0,0
2575,3021,2786,3080,15.60,,1.0,1,0,2,60.0,1,0,1,0,0
1428,3152,2039,3220,COUPON DISCOUNT,,0.0,0,0,0,0.0,0,0,0,0,0
2296,3155,2325,3199,:,,1.0,0,0,0,0.0,0,0,0,0,0
2612,3137,2783,3201,8.40,,1.0,1,0,2,40.0,1,0,1,0,0
1430,3264,1876,3330,GRAND TOTAL,,0.0,0,0,0,0.0,0,0,0,0,1
2287,3267,2320,3311,:,,1.0,0,0,0,0.0,0,0,0,0,0
2616,3254,2785,3316,7.20,total,1.0,1,0,2,20.0,1,0,1,0,0
1432,3388,1720,3460,PAYMENT,,0.0,0,0,0,0.0,0,0,0,0,0
2291,3390,2326,3441,:,,1.0,0,0,0,0.0,0,0,0,0,0
2579,3372,2779,3436,10.00,,1.0,1,0,2,10.0,1,0,1,0,0
1432,3497,1838,3572,CHANGE DUE,,0.0,0,0,0,0.0,0,0,0,0,1
2298,3506,2324,3552,:,,1.0,0,0,0,0.0,0,0,0,0,0
2575,3491,2784,3550,02.80,,1.0,1,0,2,80.0,1,0,1,0,0
1432,3614,2084,3682,*6% GST INCLUDED,,2.0,0,1,1,6.0,1,0,1,0,1
2289,3623,2324,3667,:,,1.0,0,0,0,0.0,0,0,0,0,0
2610,3612,2781,3669,0.41,,1.0,1,0,2,41.0,1,0,1,0,0
1580,3796,2773,3875,SUPPORT OUR SMILE CAMPAIGN : ),,2.0,0,0,0,0.0,0,0,0,0,0
1777,3928,2579,3996,DID WE SMILE AT YOU?,,1.0,0,0,0,0.0,0,0,0,0,0
1896,4025,2465,4087,LET US KNOW AT,,0.0,0,0,0,0.0,0,0,0,0,2
1661,4119,2694,4185,WWW.DOMINOS.COM.MY/SMILE AND,,4.0,0,0,0,0.0,0,1,0,1,1
1476,4220,2915,4290,RECEIVE A 30% OFF SIDE ITEM E-COUPON,,2.0,0,0,1,30.0,1,0,1,0,5
1735,4315,2623,4394,UPON SURVEY SUBMISSION,,0.0,0,0,0,0.0,0,0,0,0,1
1621,4416,2744,4488,SURVEY CODE: CBD271560716357,,1.0,0,0,1,271560716357.0,1,0,0,0,1
1481,4562,2770,4637,THANK YOU FOR VISITING DOMINO'S.,,2.0,0,0,0,0.0,0,0,0,0,0
1771,4653,2487,4723,PLEASE COME AGAIN!,,1.0,0,0,0,0.0,0,0,0,0,0
1624,4763,2672,4837,1 - 3 0 0 - 8 8 8 - 3 3 3,,3.0,0,0,10,8.0,1,3,10,0,0
1768,4857,2495,4929,WWW.DOMINOS.COM.MY,,3.0,0,0,0,0.0,0,0,0,0,0
1442,5021,2806,5100,WE ARE COMPLIANT TO THE PDPA 2010.,,1.0,0,1,1,2010.0,1,0,1,0,0
1511,5105,2762,5184,VISIT WWW.DOMINOS.COM.MY/TERMS,,4.0,0,0,0,0.0,0,1,0,0,2
1630,5200,2634,5270,TO VIEW OUR PERSONAL DATA,,0.0,0,0,0,0.0,0,0,0,0,0
1766,5281,2482,5349,PROTECTION POLICY.,,1.0,0,0,0,0.0,0,0,0,0,2
1962,5413,2294,5483,OWNED BY,,0.0,0,0,0,0.0,0,0,0,0,0
1556,5499,2713,5567,DOMMAL FOOD SERVICES SDN BHD,,0.0,0,0,0,0.0,0,0,0,0,4
1806,5591,2454,5653,CO. NO. 419060-A,,3.0,0,0,1,419060.0,1,0,1,0,3
2869,5584,2920,5643,1,,0.0,1,0,1,1.0,1,0,0,0,0
