xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
144,168,568,200,BILLION SIX ENTERPRISE,company,0.0,0,0,0,0.0,0,0,2,0,0
143,207,571,244,"NO 3, JALAN TAMAN JAS'A 2;",address,3.0,0,1,2,3.0,1,0,2,0,2
110,244,601,281,"SECTION U6, 40150 SHAH ALAM.",address,2.0,0,0,2,40150.0,1,0,1,0,4
213,285,499,317,TEL : 603-58856749,,2.0,0,0,2,58856749.0,1,1,2,0,1
166,319,546,352,GST REG NO: 000944312320,,1.0,0,0,1,944312320.0,1,0,1,0,3
285,378,427,403,TAX INVOICE,,0.0,0,0,0,0.0,0,0,0,0,0
50,407,351,441,INVOICE NO : 0-170891,,2.0,0,0,2,170891.0,1,1,2,0,0
51,446,111,473,DATE,,0.0,0,0,0,0.0,0,0,0,0,0
203,452,516,479,: 22/02/2018 7:41:46 AM,date,5.0,0,1,6,2018.0,1,0,2,0,0
50,484,139,515,CASHIER,,0.0,0,0,0,0.0,0,0,0,0,1
200,488,267,514,: 123,,1.0,0,0,1,123.0,1,0,1,0,0
105,567,240,592,DESCRIPTION,,0.0,0,0,0,0.0,0,0,0,0,0
374,572,418,599,QTY,,0.0,0,0,0,0.0,0,0,0,0,1
468,569,530,594,PRICE,,0.0,0,0,0,0.0,0,0,0,0,0
569,571,666,594,AMOUNT,,0.0,0,0,0,0.0,0,0,0,0,0
64,603,303,626,1 SR' 9556405112205,,1.0,0,0,2,9556405112205.0,1,0,2,0,1
392,605,417,629,11,,0.0,1,0,1,11.0,1,0,1,0,0
484,607,532,629,5.80,,1.0,1,0,2,80.0,1,0,1,0,0
601,606,664,627,63.80,total,1.0,1,0,2,80.0,1,0,1,0,0
83,639,415,669,"TG7 7"" HIPS PLATE (50PCS) JP",,3.0,0,1,3,50.0,1,0,1,0,4
351,697,417,723,TOTAL :,,1.0,0,0,0,0.0,0,0,0,0,0
603,697,664,720,63.80,total,1.0,1,0,2,80.0,1,0,1,0,0
322,738,417,759,DISCOUNT:,,1.0,0,0,0,0.0,0,0,0,0,0
616,735,666,758,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
41,770,419,801,TOTAL SALES INCLUSIVE GST @6.00%:,,4.0,0,1,2,6.0,1,0,0,0,1
601,776,664,798,63.80,total,1.0,1,0,2,80.0,1,0,1,0,0
288,811,419,835,MASTER CARD,,0.0,0,0,0,0.0,0,0,0,0,1
604,809,663,832,63.80,total,1.0,1,0,2,80.0,1,0,1,0,0
209,847,414,870,5148826201779121,,0.0,1,0,1,5148826201779121.0,1,0,1,0,0
73,901,222,928,GST SUMMARY,,0.0,0,0,0,0.0,0,0,0,0,2
279,902,302,927,%,,1.0,0,0,0,0.0,0,0,0,0,0
378,905,513,930,AMOUNT(RM),,2.0,0,0,0,0.0,0,0,0,0,1
550,905,645,928,TAX(RM),,2.0,0,0,0,0.0,0,0,0,0,1
68,937,99,960,SR,,0.0,0,0,0,0.0,0,0,0,0,0
256,942,303,963,6.00,,1.0,1,0,2,6.0,1,0,1,0,0
450,942,513,963,60.19,,1.0,1,0,2,60.0,1,0,1,0,0
598,940,645,963,3.61,,1.0,1,0,2,61.0,1,0,1,0,0
56,1010,675,1042,"BARANG YANG SUDAH DI BELI, WANG TIDAK DAPAT DI",,1.0,0,0,0,0.0,0,0,0,0,8
68,1043,660,1075,KEMBALIKAN. PERTUKARAN BARANG HANYA BOLEH,,1.0,0,0,0,0.0,0,0,0,0,5
99,1078,630,1110,DIBUAT DALAM 3 HARI SAHAJA DENGAN RESIT.,,1.0,0,1,1,3.0,1,0,1,0,3
