xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
1567,1847,2908,1943,UNIHAKKA INTERNATIONAL SDN BHD,company,0.0,0,0,0,0.0,0,0,0,0,4
1997,1944,2485,2004,22 JUN 2018 18:07,date,1.0,0,1,4,2018.0,1,0,3,0,1
2082,2023,2389,2108,(867388-U),,3.0,0,0,1,867388.0,1,0,1,0,0
1661,2096,2813,2178,"12, JALAN TAMPOI 7/4,KAWASAN PERINDUSTRIAN",address,3.0,0,1,3,12.0,1,0,2,0,3
1795,2190,2672,2263,"TAMPOI,81200 JOHOR BAHRU, JOHOR",address,2.0,0,0,1,81200.0,1,0,0,0,1
2041,2266,2421,2336,TAX INVOICE,,0.0,0,0,0,0.0,0,0,0,0,0
1500,2342,2330,2412,INVOICE # : OR18062202170372,,2.0,0,0,1,18062202170372.0,1,0,0,0,0
1497,2447,1614,2511,ITEM,,0.0,0,0,0,0.0,0,0,0,0,1
1962,2459,2067,2532,QTY,,0.0,0,0,0,0.0,0,0,0,0,1
2819,2471,2959,2535,TOTAL,,0.0,0,0,0,0.0,0,0,0,0,0
1500,2550,2468,2634,SR I00100000170- IMPORTED VEGGIES,,1.0,0,0,1,100000170.0,1,0,0,0,2
1488,2637,1699,2707,RM1.50,,1.0,0,1,2,50.0,1,0,0,0,0
1494,2760,2196,2845,SR I00100000031- 3 VEGE,,1.0,0,0,2,100000031.0,1,0,1,0,1
1488,2857,1696,2921,RM4.15,,1.0,0,1,2,15.0,1,0,0,0,0
1488,2982,2254,3055,SR I00100000171-MEAT DISH,,1.0,0,0,1,100000171.0,1,0,0,0,2
1480,3070,1693,3137,RM2.83,,1.0,0,1,2,83.0,1,0,0,0,1
1968,2652,1990,2704,1,,0.0,1,0,1,1.0,1,0,0,0,0
1960,2863,1986,2930,1,,0.0,1,0,1,1.0,1,0,0,0,0
1949,3077,1979,3147,1,,0.0,1,0,1,1.0,1,0,0,0,0
2733,2659,2955,2726,RM1.50,,1.0,0,1,2,50.0,1,0,0,0,0
2743,2878,2941,2945,RM4.15,,1.0,0,1,2,15.0,1,0,0,0,0
2735,3098,2941,3153,RM2.83,,1.0,0,1,2,83.0,1,0,0,0,1
2360,3229,2926,3307,TOTAL AMOUNT: RM8.48,,2.0,0,1,2,48.0,1,0,0,0,0
2415,3322,2941,3392,GST @0%: RM0.00,,4.0,0,0,3,0.0,1,0,0,0,1
2450,3401,2935,3474,ROUNDING: RM0.02,,2.0,0,0,2,2.0,1,0,0,0,0
2444,3483,2935,3553,NETT TOTAL: RM8.50,total,2.0,0,1,2,50.0,1,0,0,0,1
1471,3582,1869,3658,PAYMENT MODE,,0.0,0,0,0,0.0,0,0,0,0,0
1468,3675,1646,3739,CASH,,0.0,0,0,0,0.0,0,0,0,0,0
1463,3760,1678,3834,CHANGE,,0.0,0,0,0,0.0,0,0,0,0,0
2722,3602,2935,3669,AMOUNT,,0.0,0,0,0,0.0,0,0,0,0,0
2719,3696,2930,3757,RM8.50,total,1.0,0,1,2,50.0,1,0,0,0,0
2713,3781,2924,3848,RM0.00,,1.0,0,0,2,0.0,1,0,0,0,0
1462,3956,1801,4026,GST SUMMARY,,0.0,0,0,0,0.0,0,0,0,0,2
1462,4058,1810,4116,SR = GST @0%,,3.0,0,0,1,0.0,1,1,0,0,2
2161,3980,2450,4038,AMOUNT(RM),,2.0,0,0,0,0.0,0,0,0,0,1
2345,4073,2444,4123,8.48,,1.0,1,0,2,48.0,1,0,1,0,0
2731,3991,2918,4047,TAX(RM),,2.0,0,0,0,0.0,0,0,0,0,1
2814,4087,2925,4128,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
1828,4184,2530,4254,GST REG #000656195584,,1.0,0,0,1,656195584.0,1,1,1,0,2
1702,4266,2652,4342,BAR WANG RICE@PERMAS JAYA,,1.0,0,0,0,0.0,0,0,0,0,2
1827,4345,2520,4430,THANK YOU & COME AGAIN!,,2.0,0,0,0,0.0,0,0,0,1,1
1737,4436,2600,4509,LIKE AND FOLLOW US ON FACEBOOK!,,1.0,0,0,0,0.0,0,0,0,1,1
1787,4515,2553,4603,FACEBOOK.COM/BARWANGRICE,,2.0,0,0,0,0.0,0,1,0,0,0
