xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
1575,447,3042,557,THE TOAST F&B SDN BHD (965752-T),company,4.0,0,0,1,965752.0,1,0,1,0,4
1672,556,2952,645,LOT 2110&2111 JALAN PERMAS UTARA,address,1.0,0,1,2,2111.0,1,0,1,0,2
1916,637,2711,719,BANDAR BARU PERMAS,address,0.0,0,0,0,0.0,0,0,0,0,0
1827,717,2795,800,81750.JOHOR BAHRU JOHOR,address,1.0,0,0,1,81750.0,1,0,1,0,1
2065,794,2566,870,TEL: 07-3886880,,2.0,0,0,2,3886880.0,1,1,2,0,1
1898,877,2724,957,GST ID NO 002069884928,,0.0,0,0,1,2069884928.0,1,0,1,0,2
1988,971,2620,1070,TAX INVOICE,,0.0,0,0,0,0.0,0,0,0,0,0
1603,1133,2194,1211,PS8418053885,,0.0,0,0,1,8418053885.0,1,0,0,0,1
2610,1111,3025,1191,11/05/2018,date,2.0,0,1,3,2018.0,1,0,1,0,0
1609,1232,1994,1312,S/P: POS,,2.0,0,0,0,0.0,0,1,0,0,2
2400,1207,2760,1296,LOC: PMS,,1.0,0,0,0,0.0,0,0,0,0,2
1609,1330,1865,1403,WALK IN,,0.0,0,0,0,0.0,0,0,0,0,0
1612,1447,1901,1546,TABLE:,,1.0,0,0,0,0.0,0,0,0,0,0
2159,1447,2306,1561,27,,0.0,1,0,1,27.0,1,0,1,0,0
1607,1628,1756,1699,ITEM,,0.0,0,0,0,0.0,0,0,0,0,1
1937,1619,2051,1697,QTY,,0.0,0,0,0,0.0,0,0,0,0,1
2104,1609,2335,1687,U.PRICE,,1.0,0,0,0,0.0,0,0,0,0,1
2425,1605,2576,1678,DISC,,0.0,0,0,0,0.0,0,0,0,0,1
2766,1598,3036,1665,AMOUNT,,0.0,0,0,0,0.0,0,0,0,0,0
1614,1715,1737,1791,711,,0.0,1,0,1,711.0,1,0,1,0,0
2060,1699,2420,1775,WM TUNA,,0.0,0,0,0,0.0,0,0,0,0,0
2022,1804,2065,1879,1,,0.0,1,0,1,1.0,1,0,0,0,0
2218,1797,2372,1868,5.00,,1.0,1,0,2,5.0,1,0,1,0,0
2434,1790,2587,1857,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
2807,1781,3036,1857,5.00 S,,1.0,0,1,2,5.0,1,0,1,0,0
1616,1917,1746,1983,224,,0.0,1,0,1,224.0,1,0,1,0,0
2061,1896,2523,1967,CANTONESE,,0.0,0,0,0,0.0,0,0,0,0,0
2031,2004,2063,2070,1,,0.0,1,0,1,1.0,1,0,0,0,0
2186,1997,2374,2061,10.00,,1.0,1,0,2,10.0,1,0,1,0,0
2436,1987,2590,2054,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
2773,1974,3046,2050,10.00 S,,1.0,0,1,2,10.0,1,0,1,0,0
1617,2111,1798,2184,220Z,,0.0,0,0,1,220.0,1,0,0,0,0
2060,2089,2577,2162,T/A KAMPUNG,,1.0,0,0,0,0.0,0,1,0,0,1
2033,2200,2074,2271,1,,0.0,1,0,1,1.0,1,0,0,0,0
2187,2196,2375,2260,10.40,,1.0,1,0,2,40.0,1,0,1,0,0
2441,2184,2595,2253,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
2775,2175,3040,2242,10.40 S,,1.0,0,1,2,40.0,1,0,1,0,1
1621,2306,1747,2377,301,,0.0,1,0,1,301.0,1,0,1,0,0
2068,2283,2464,2360,KOPI - HOT,,1.0,0,0,0,0.0,0,0,0,0,2
