xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
139,229,516,260,BEMED (SP) SDN. BHD.,company,4.0,0,0,0,0.0,0,0,0,0,4
164,269,497,294,"NO.49, JALAN DINAR G U3/G,",address,4.0,0,0,2,49.0,1,1,0,0,6
223,310,438,340,"SUBANG PERDANA,",address,1.0,0,0,0,0.0,0,0,0,0,2
133,349,532,377,"40150 SHAH ALAM, SELANGOR D.E.",address,3.0,0,0,1,40150.0,1,0,1,0,4
247,387,412,414,03-7845 8155,,1.0,0,0,3,8155.0,1,1,3,0,0
173,425,487,454,GST REG : 001734164480,,1.0,0,0,1,1734164480.0,1,0,1,0,2
209,475,451,500,CASH RECEIPT,,0.0,0,0,0,0.0,0,0,0,0,0
47,520,318,549,CB# : 45976649320,,2.0,0,0,1,45976649320.0,1,0,1,0,1
358,518,620,544,25/FEB/2017 07:43:54,date,4.0,0,1,5,2017.0,1,1,2,0,1
47,558,243,592,CASHIER : BE (),,3.0,0,0,0,0.0,0,0,0,0,1
46,599,93,632,QTY,,0.0,0,0,0,0.0,0,0,0,0,1
125,600,283,629,CODE&DESC,,1.0,0,0,0,0.0,0,0,0,0,0
406,597,482,628,PRICE,,0.0,0,0,0,0.0,0,0,0,0,0
512,598,583,625,TOTAL,,0.0,0,0,0,0.0,0,0,0,0,0
42,640,650,670,NH DELICADERMA PROTECTIVE CR 50M,,0.0,0,1,1,50.0,1,0,1,0,3
65,686,84,716,1,,0.0,1,0,1,1.0,1,0,0,0,0
98,692,212,720,349000,,0.0,1,0,1,349000.0,1,0,1,0,0
402,688,475,715,76.00,,1.0,1,0,2,76.0,1,0,1,0,0
550,688,628,712,76 SR,,0.0,0,0,1,76.0,1,0,1,0,0
46,738,474,772,11-(BEPROGENT CR LS) 30G,,3.0,0,0,2,30.0,1,0,2,0,2
69,787,81,816,1,,0.0,1,0,1,1.0,1,0,0,0,0
107,789,208,816,178032,,0.0,1,0,1,178032.0,1,0,1,0,0
404,784,478,812,10.00,,1.0,1,0,2,10.0,1,0,1,0,0
549,786,636,811,10 ZRL,,0.0,0,1,1,10.0,1,0,1,0,1
43,831,578,859,ALPHA LIPID LIFE LINE 450MG 450G,,0.0,0,0,2,450.0,1,0,1,0,2
71,880,82,904,1,,0.0,1,0,1,1.0,1,0,0,0,0
108,881,204,907,184810,,0.0,1,0,1,184810.0,1,0,1,0,0
387,877,478,903,165.00,,1.0,1,0,2,165.0,1,0,1,0,0
533,876,627,902,165 SR,,0.0,0,1,1,165.0,1,0,1,0,0
68,932,86,958,3,,0.0,1,0,1,3.0,1,0,0,0,0
127,934,201,967,TYPE:,,1.0,0,0,0,0.0,0,0,0,0,0
242,934,257,958,3,,0.0,1,0,1,3.0,1,0,0,0,0
47,979,177,1008,SUBTOTAL:,,1.0,0,0,0,0.0,0,0,0,0,0
528,976,622,1002,251.00,,1.0,1,0,2,251.0,1,0,1,0,0
48,1018,263,1047,CASH PROMOTION,,0.0,0,0,0,0.0,0,0,0,0,2
47,1057,245,1093,ROUNDING ADJ :,,1.0,0,0,0,0.0,0,0,0,0,1
560,1055,624,1083,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
48,1103,411,1135,TOTAL INCLUSIVE GST:,,1.0,0,0,0,0.0,0,0,0,0,2
497,1100,623,1135,217.00,total,1.0,1,0,2,217.0,1,0,1,0,0
47,1149,175,1180,MASTER,,0.0,0,0,0,0.0,0,0,0,0,1
526,1147,627,1177,217.00,total,1.0,1,0,2,217.0,1,0,1,0,0
45,1218,256,1249,GST SUMMARY:,,1.0,0,0,0,0.0,0,0,0,0,2
377,1215,493,1242,AMOUNT,,0.0,0,0,0,0.0,0,0,0,0,0
579,1211,632,1241,TAX,,0.0,0,0,0,0.0,0,0,0,0,1
397,1246,485,1278,(MYR),,2.0,0,0,0,0.0,0,0,0,0,1
543,1247,630,1278,(MYR),,2.0,0,0,0,0.0,0,0,0,0,1
46,1301,89,1332,SR,,0.0,0,0,0,0.0,0,0,0,0,0
394,1300,486,1327,195.28,,1.0,1,0,2,195.0,1,0,1,0,0
561,1298,633,1325,11.72,,1.0,1,0,2,72.0,1,0,1,0,0
47,1412,103,1439,ZRL,,0.0,0,0,0,0.0,0,0,0,0,1
414,1411,487,1437,10.00,,1.0,1,0,2,10.0,1,0,1,0,0
574,1410,635,1436,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
46,1512,301,1539,ONG GUAT CHYE,,0.0,0,0,0,0.0,0,0,0,0,2
46,1557,147,1586,POINTS :,,1.0,0,0,0,0.0,0,0,0,0,0
42,1589,101,1617,215,,0.0,1,0,1,215.0,1,0,1,0,0
252,1611,434,1647,THANK YOU.,,1.0,0,0,0,0.0,0,0,0,0,0
181,1653,509,1687,PLEASE COME AGAIN.,,1.0,0,0,0,0.0,0,0,0,0,0
542,1016,626,1044,34.00,,1.0,1,0,2,34.0,1,0,1,0,0
