xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
197,225,470,258,RESTORAN WAN SHENG,company,0.0,0,0,0,0.0,0,0,0,0,3
241,267,419,294,002043319-W,,1.0,0,0,1,2043319.0,1,0,1,0,0
124,300,541,334,"NO.2, JALAN TEMENGGUNG 19/9,",address,4.0,0,1,3,19.0,1,0,1,0,2
94,338,586,371,"SEKSYEN 9, BANDAR MAHKOTA CHERAS,",address,2.0,0,1,1,9.0,1,0,1,0,3
168,374,499,407,"43200 CHERAS, SELANGOR",address,1.0,0,0,1,43200.0,1,0,1,0,2
153,411,516,441,GST REG NO: 001335787520,,1.0,0,0,1,1335787520.0,1,0,1,0,3
153,483,483,516,TAX INVOICE,,0.0,0,0,0,0.0,0,0,0,0,0
34,557,275,587,INV NO. : 1074908,,2.0,0,0,1,1074908.0,1,0,1,0,2
304,557,545,587,CASHIER: THANDAR,,1.0,0,0,0,0.0,0,0,0,0,2
34,592,96,622,DATE,,0.0,0,0,0,0.0,0,0,0,0,0
143,592,458,624,: 02-04-2018 15:14:07,date,5.0,0,1,6,2018.0,1,2,4,0,0
35,665,202,696,DESCRIPTION,,0.0,0,0,0,0.0,0,0,0,0,0
260,663,304,697,QTY,,0.0,0,0,0,0.0,0,0,0,0,1
364,665,470,698,U.PRICE,,1.0,0,0,0,0.0,0,0,0,0,1
501,665,574,696,TOTAL,,0.0,0,0,0,0.0,0,0,0,0,0
589,665,637,695,TAX,,0.0,0,0,0,0.0,0,0,0,0,1
35,736,140,767,TEH (B),,2.0,0,0,0,0.0,0,0,0,0,2
245,772,292,802,2 X,,0.0,0,0,1,2.0,1,0,1,0,0
379,773,440,801,2.20,,1.0,1,0,2,20.0,1,0,1,0,0
515,774,574,803,4.40,,1.0,1,0,2,40.0,1,0,1,0,0
602,774,636,802,SR,,0.0,0,0,0,0.0,0,0,0,0,0
35,806,186,837,HERBAL TEA,,0.0,0,0,0,0.0,0,0,0,0,2
248,846,290,875,1 X,,0.0,0,0,1,1.0,1,0,1,0,0
383,847,442,874,1.70,,1.0,1,0,2,70.0,1,0,1,0,0
517,847,577,873,1.70,,1.0,1,0,2,70.0,1,0,1,0,0
604,846,635,873,SR,,0.0,0,0,0,0.0,0,0,0,0,0
38,881,171,914,TAKE AWAY,,0.0,0,0,0,0.0,0,0,0,0,0
243,919,292,945,3 X,,0.0,0,0,1,3.0,1,0,1,0,0
380,918,440,945,0.20,,1.0,1,0,2,20.0,1,0,1,0,0
514,920,576,946,0.60,,1.0,1,0,2,60.0,1,0,1,0,0
606,920,637,948,SR,,0.0,0,0,0,0.0,0,0,0,0,0
35,986,215,1018,TOTAL QTY: 6,,1.0,0,1,1,6.0,1,0,1,0,2
35,1024,362,1060,TOTAL (EXCLUDING GST):,,3.0,0,0,0,0.0,0,0,0,0,3
573,1027,638,1054,6.33,,1.0,1,0,2,33.0,1,0,1,0,0
35,1061,288,1095,GST PAYABLE (6%):,,4.0,0,1,1,6.0,1,0,1,0,2
573,1063,636,1092,0.37,,1.0,1,0,2,37.0,1,0,1,0,0
34,1097,410,1130,TOTAL (INCLUSIVE OF GST):,,3.0,0,0,0,0.0,0,0,0,0,3
572,1100,635,1127,6.70,total,1.0,1,0,2,70.0,1,0,1,0,0
36,1132,207,1164,TOTAL :,,1.0,0,0,0,0.0,0,0,0,0,0
510,1133,638,1164,6.70,total,1.0,1,0,2,70.0,1,0,1,0,0
35,1202,123,1234,CASH :,,1.0,0,0,0,0.0,0,0,0,0,0
572,1206,635,1235,6.70,total,1.0,1,0,2,70.0,1,0,1,0,0
34,1310,199,1345,GST SUMMARY,,0.0,0,0,0,0.0,0,0,0,0,2
333,1312,485,1343,AMOUNT(RM),,2.0,0,0,0,0.0,0,0,0,0,1
527,1312,631,1344,TAX(RM),,2.0,0,0,0,0.0,0,0,0,0,1
37,1348,68,1379,SR,,0.0,0,0,0,0.0,0,0,0,0,0
188,1348,275,1379,(@ 6%),,4.0,0,1,1,6.0,1,0,1,0,0
424,1351,487,1378,6.33,,1.0,1,0,2,33.0,1,0,1,0,0
574,1349,635,1378,0.37,,1.0,1,0,2,37.0,1,0,1,0,0
