xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
50,225,612,255,BROADVIEW MARKETING SDN BHD(728384-M),company,3.0,0,0,1,728384.0,1,0,0,0,5
144,259,528,290,"NO. 9-G, JALAN DINAR D U3/D",address,4.0,0,0,2,9.0,1,1,1,0,5
113,292,563,326,"TAMAN SUBANG PERDANA, SEK,U3,",address,3.0,0,1,1,3.0,1,0,0,0,5
121,327,554,360,"40150 SHAH ALAM,SELANGOR D.E.",address,3.0,0,0,1,40150.0,1,0,1,0,4
248,361,424,390,03-78459183,,1.0,0,0,2,78459183.0,1,1,2,0,0
144,397,525,429,GST REG NO: 000203587584,,1.0,0,0,1,203587584.0,1,0,1,0,3
267,454,444,482,TAX INVOICE,,0.0,0,0,0,0.0,0,0,0,0,0
47,488,125,512,BILL NO,,0.0,0,0,0,0.0,0,0,0,0,2
162,495,172,511,:,,1.0,0,0,0,0.0,0,0,0,0,0
199,493,339,518,BM-161113,,1.0,0,1,1,161113.0,1,0,0,0,0
47,527,105,552,DATE,,0.0,0,0,0,0.0,0,0,0,0,0
162,535,173,555,:,,1.0,0,0,0,0.0,0,0,0,0,0
201,530,490,555,03/06/2017 5:02:54 PM,date,4.0,0,1,6,2017.0,1,0,2,0,0
47,565,136,590,CASHIER,,0.0,0,0,0,0.0,0,0,0,0,1
164,572,172,592,:,,1.0,0,0,0,0.0,0,0,0,0,0
199,567,273,591,MERLIN,,0.0,0,0,0,0.0,0,0,0,0,0
84,620,225,647,DESCRIPTION,,0.0,0,0,0,0.0,0,0,0,0,0
316,625,359,650,QTY,,0.0,0,0,0,0.0,0,0,0,0,1
410,621,472,648,PRICE,,0.0,0,0,0,0.0,0,0,0,0,0
489,625,591,648,AMOUNT,,0.0,0,0,0,0.0,0,0,0,0,0
47,663,56,683,1,,0.0,1,0,1,1.0,1,0,0,0,0
85,661,268,686,SR* HM BAG 0*0,,2.0,0,0,2,0.0,1,1,2,0,3
345,667,357,688,1,,0.0,1,0,1,1.0,1,0,0,0,0
409,667,473,691,18.00,total,1.0,1,0,2,18.0,1,0,1,0,0
520,666,587,690,18.00,total,1.0,1,0,2,18.0,1,0,1,0,0
138,686,271,714,24 X36 (2KG),,2.0,0,0,3,36.0,1,0,2,0,1
300,740,379,765,TOTAL :,,1.0,0,0,0,0.0,0,0,0,0,0
540,741,603,764,18.00,total,1.0,1,0,2,18.0,1,0,1,0,0
131,775,378,804,TOTAL ITEM DISCOUNT:,,1.0,0,0,0,0.0,0,0,0,0,0
553,781,607,804,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
61,832,377,860,TOTAL SALES INCLUSIVE GST :,,1.0,0,0,0,0.0,0,0,0,0,1
539,837,607,859,18.00,total,1.0,1,0,2,18.0,1,0,1,0,0
191,890,378,918,CASH RECEIVED :,,1.0,0,0,0,0.0,0,0,0,0,0
539,892,607,916,18.00,total,1.0,1,0,2,18.0,1,0,1,0,0
51,960,223,989,GST SUMMARY,,0.0,0,0,0,0.0,0,0,0,0,2
50,1000,209,1029,TAX CODE %,,1.0,0,0,0,0.0,0,0,0,0,0
275,1004,471,1030,TAXABLE AMOUNT,,0.0,0,0,0,0.0,0,0,0,0,0
502,1005,552,1030,GST,,0.0,0,0,0,0.0,0,0,0,0,1
69,1039,103,1063,SR,,0.0,0,0,0,0.0,0,0,0,0,0
182,1039,234,1064,6.00,,1.0,1,0,2,6.0,1,0,1,0,0
371,1041,440,1066,16.98,,1.0,1,0,2,98.0,1,0,1,0,0
498,1043,554,1065,1.02,,1.0,1,0,2,2.0,1,0,1,0,0
48,1093,117,1120,GST :,,1.0,0,0,0,0.0,0,0,0,0,1
196,1097,253,1121,1.02,,1.0,1,0,2,2.0,1,0,1,0,0
50,1131,286,1158,* GST INCLUDE ITEM,,1.0,0,0,0,0.0,0,0,0,0,1
293,1092,649,1221,POSTED,,0.0,0,0,0,0.0,0,0,0,0,0
177,1245,556,1280,THANK YOU. PLEASE COME AGAIN.,,2.0,0,0,0,0.0,0,0,0,0,0
