xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
119,267,567,298,MR. D.I.Y. (KUCHAI) SDN BHD,company,6.0,0,0,0,0.0,0,0,0,0,5
204,301,499,332,(CO REG :750441-W),,4.0,0,0,1,750441.0,1,0,1,0,2
86,335,614,366,"LOT 1851-A & 1851-B, JALAN KPB 6,",address,5.0,0,0,3,1851.0,1,0,3,1,5
85,369,598,398,"KAWASAN PERINDUSTRIAN BALAKONG ,",address,1.0,0,0,0,0.0,0,0,0,0,3
103,401,601,433,"43300 SERI KEMBANGAN, SELANGOR",address,1.0,0,0,1,43300.0,1,0,1,0,3
138,435,552,465,(GST ID NO :000473792512),,3.0,0,0,1,473792512.0,1,0,1,0,3
119,468,581,501,(STRAND MALL KOTA DAMANSARA),,2.0,0,0,0,0.0,0,0,0,0,4
219,502,468,531,- TAX INVOICE -,,2.0,0,0,0,0.0,0,0,0,0,1
22,603,585,632,PYEDRAIN CLOG FREE CLDR02 - 1000ML,,1.0,0,1,2,1000.0,1,0,1,0,3
649,603,685,632,*S,,1.0,0,0,0,0.0,0,0,0,0,0
20,638,172,666,WA05 - 12,,1.0,0,1,2,12.0,1,0,1,0,1
22,671,236,703,9556268000210,,0.0,1,0,1,9556268000210.0,1,0,1,0,0
386,670,536,699,3 X 15.00,,1.0,0,1,3,15.0,1,0,2,0,0
569,670,652,698,45.00,total,1.0,1,0,2,45.0,1,0,1,0,0
19,739,201,770,ITEM(S) : 1,,3.0,0,1,1,1.0,1,0,0,0,1
517,736,686,767,QTY(S) : 3,,3.0,0,1,1,3.0,1,0,0,0,1
20,806,322,836,TOTAL INCL. GST@6%,,3.0,0,1,1,6.0,1,0,0,0,0
550,805,685,832,RM 45.00,total,1.0,0,1,2,45.0,1,0,1,0,1
20,840,88,868,CARD,,0.0,0,0,0,0.0,0,0,0,0,0
551,838,683,867,RM 45.00,total,1.0,0,1,2,45.0,1,0,1,0,1
20,906,203,938,GST SUMMARY,,0.0,0,0,0,0.0,0,0,0,0,2
319,906,435,938,AMT(RM),,2.0,0,0,0,0.0,0,0,1,0,0
486,905,600,936,TAX(RM),,2.0,0,0,0,0.0,0,0,0,0,1
20,941,155,969,GST S@6%,,2.0,0,1,1,6.0,1,0,0,0,2
387,939,468,969,42.45,,1.0,1,0,2,45.0,1,0,1,0,0
570,941,635,967,2.55,,1.0,1,0,2,55.0,1,0,1,0,0
22,1042,416,1072,12-03-18 14:37 SH02 B011,date,3.0,0,0,7,37.0,1,2,4,0,2
468,1038,684,1069,T1 R000183898,,0.0,0,0,2,183898.0,1,0,0,0,2
19,1075,401,1105,OPERATOR STMT - AZMIZAN,,1.0,0,0,0,0.0,0,0,0,0,3
121,1141,570,1172,EXCHANGE ARE ALLOWED WITHIN,,0.0,0,0,0,0.0,0,0,0,0,1
188,1175,516,1205,7 DAYS WITH RECEIPT .,,1.0,0,1,1,7.0,1,0,1,0,1
153,1210,551,1238,STRICTLY NO CASH REFUND .,,1.0,0,0,0,0.0,0,0,0,0,0
