xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
36,61,592,86,GARDENIA BAKERIES (KL) SDN BHD (139386 X),company,4.0,0,0,1,139386.0,1,0,1,0,3
172,86,446,109,"LOT 3, JALAN PELABUR 23/1,",address,3.0,0,1,3,23.0,1,0,2,0,2
161,109,457,134,"40300 SHAH ALAM, SELANGOR.",address,2.0,0,0,1,40300.0,1,0,1,0,3
121,130,307,154,TEL: 03- 55423228,,2.0,0,0,2,55423228.0,1,0,2,0,1
192,154,434,177,GST ID: 000381399040,,1.0,0,0,1,381399040.0,1,0,1,0,2
141,197,484,232,TAX INVOICE / ADJUSTMENT NOTE,,1.0,0,0,0,0.0,0,1,0,0,3
246,255,512,291,CASH INV NO.: 7022F710,,2.0,0,1,2,7022.0,1,0,1,0,0
27,292,112,315,VE0514,,0.0,0,1,1,514.0,1,0,0,0,0
321,295,518,318,DATE: 22/10/2017,date,3.0,0,1,3,2017.0,1,0,1,0,0
28,324,373,357,MAKASSAR FRESH MARKET SDN BHD,,0.0,0,0,0,0.0,0,0,0,0,2
28,365,312,388,"GROUND FLOOR, NO. 4 & 6,",,4.0,0,1,2,6.0,1,0,2,1,4
28,389,205,412,"JALAN SS 15/4B,",,2.0,0,0,2,15.0,1,0,0,0,2
26,412,348,432,"47500 SUBANG JAYA, SELANGOR",,1.0,0,0,1,47500.0,1,0,1,0,3
27,433,271,457,VE05: RIDZUAN (11900),,3.0,0,0,2,11900.0,1,0,1,0,2
253,456,414,479,DD: 22/10/2017,date,3.0,0,1,3,2017.0,1,0,0,0,1
22,486,156,506,DESCRIPTION,,0.0,0,0,0,0.0,0,0,0,0,0
176,487,215,505,U.P,,1.0,0,0,0,0.0,0,0,0,0,1
224,486,262,504,ISS,,0.0,0,0,0,0.0,0,0,0,0,0
272,486,311,505,EXC,,0.0,0,0,0,0.0,0,0,0,0,0
329,487,346,505,D,,0.0,0,0,0,0.0,0,0,0,0,0
355,485,405,505,SALE,,0.0,0,0,0,0.0,0,0,0,0,1
423,487,509,508,AMT(RM),,2.0,0,0,0,0.0,0,0,1,0,0
23,521,145,543,O.C. WHITE,,2.0,0,0,0,0.0,0,0,0,0,1
165,522,215,543,2.13,,1.0,1,0,2,13.0,1,0,1,0,0
248,522,262,542,3,,0.0,1,0,1,3.0,1,0,0,0,0
294,522,309,541,0,,0.0,1,0,1,0.0,1,0,1,0,0
329,522,345,542,0,,0.0,1,0,1,0.0,1,0,1,0,0
390,523,402,542,3,,0.0,1,0,1,3.0,1,0,0,0,0
460,524,510,542,6.39,,1.0,1,0,2,39.0,1,0,1,0,0
22,545,140,566,WHOLEMEAL,,0.0,0,0,0,0.0,0,0,0,0,0
164,546,215,566,2.78,,1.0,1,0,2,78.0,1,0,1,0,0
247,546,262,566,3,,0.0,1,0,1,3.0,1,0,0,0,0
295,546,310,565,1,,0.0,1,0,1,1.0,1,0,0,0,0
329,546,345,565,0,,0.0,1,0,1,0.0,1,0,1,0,0
388,547,404,565,2,,0.0,1,0,1,2.0,1,0,0,0,0
459,546,511,566,5.56,,1.0,1,0,2,56.0,1,0,1,0,0
22,570,132,589,O.C JUMBO,,1.0,0,0,0,0.0,0,0,0,0,1
164,569,215,590,2.97,,1.0,1,0,2,97.0,1,0,1,0,0
247,570,261,589,3,,0.0,1,0,1,3.0,1,0,0,0,0
295,569,309,589,5,,0.0,1,0,1,5.0,1,0,0,0,0
330,570,345,589,0,,0.0,1,0,1,0.0,1,0,1,0,0
377,570,404,588,-2,,1.0,1,0,1,2.0,1,0,0,0,0
447,570,509,590,-5.94,,2.0,1,0,2,94.0,1,0,1,0,0
188,601,402,643,TOTAL 0% SUPPLIES:,,2.0,0,0,1,0.0,1,0,1,0,0
458,604,512,637,6.01,,1.0,1,0,2,6.0,1,0,1,0,0
21,650,134,672,TWIG-CHOC,,1.0,0,0,0,0.0,0,0,0,0,1
165,652,214,673,1.33,,1.0,1,0,2,33.0,1,0,1,0,0
235,651,262,671,20,,0.0,1,0,1,20.0,1,0,1,0,0
293,652,310,671,0,,0.0,1,0,1,0.0,1,0,1,0,0
330,652,345,671,0,,0.0,1,0,1,0.0,1,0,1,0,0
378,652,405,670,20,,0.0,1,0,1,20.0,1,0,1,0,0
447,651,510,671,26.60,,1.0,1,0,2,60.0,1,0,1,0,0
44,682,404,724,TOTAL 6% SUPPLIES (EXCL. GST):,,5.0,0,1,1,6.0,1,0,1,0,1
447,685,511,720,26.60,,1.0,1,0,2,60.0,1,0,1,0,0
353,731,400,765,GST:,,1.0,0,0,0,0.0,0,0,0,0,1
458,731,512,765,1.60,,1.0,1,0,2,60.0,1,0,1,0,0
56,779,401,822,TOTAL 6% SUPPLIES (INC. GST):,,5.0,0,1,1,6.0,1,0,1,0,3
446,782,512,816,28.20,,1.0,1,0,2,28.0,1,0,1,0,0
187,828,407,870,TOTAL 0% SUPPLIES:,,2.0,0,0,1,0.0,1,0,1,0,0
459,830,511,864,6.01,,1.0,1,0,2,6.0,1,0,1,0,0
234,877,401,919,TOTAL PAYABLE:,,1.0,0,0,0,0.0,0,0,0,0,0
445,879,512,916,34.21,total,1.0,1,0,2,34.0,1,0,1,0,0
26,942,120,963,E.&.0.E.,,5.0,0,0,1,0.0,1,0,1,0,0
25,965,559,989,RECEIVED ABOVE GOODS IN GOOD ORDER CONDITION.,,1.0,0,0,0,0.0,0,0,0,0,1
26,989,489,1011,THE RECIPIENT OF GARDENIA'S PRODUCTS IS,,1.0,0,0,0,0.0,0,0,0,0,0
28,1013,563,1035,REQUIRED TO MAKE NECESSARY ADJUSTMENTS TO ITS,,0.0,0,0,0,0.0,0,0,0,0,2
26,1036,467,1058,"INPUT TAX CLAIMS, ON THE BASIC OF THE",,1.0,0,0,0,0.0,0,0,0,0,3
25,1060,493,1082,ADJUSTMENTS SHOWN IN THIS TAX INVOICE /,,1.0,0,0,0,0.0,0,0,0,0,1
26,1083,206,1105,ADJUSTMENT NOTE,,0.0,0,0,0,0.0,0,0,0,0,0
190,1111,436,1133,CUSTOMER'S COPY,,1.0,0,0,0,0.0,0,0,0,0,1
321,133,505,154,FAX:03- 55423213,,2.0,0,0,2,55423213.0,1,0,1,0,1
436,458,493,479,11:44,,1.0,0,0,2,44.0,1,0,1,0,0
