xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
115,316,483,347,FARMASI MALURI S/B (587969-U),company,4.0,0,0,1,587969.0,1,1,1,0,4
100,352,493,377,GST NO: 000342237184 (ID:5033),,4.0,0,0,2,342237184.0,1,0,1,0,3
86,385,527,413,"23, JIN BURUNG JENTAYU, TMN BUKIT",address,2.0,0,1,1,23.0,1,0,1,0,4
137,412,481,442,"MALURI, KEPONG, 52100 KL.",address,3.0,0,0,1,52100.0,1,0,1,0,3
213,442,373,479,TAX INVOICE,,0.0,0,0,0,0.0,0,0,0,0,0
26,509,246,539,CASHIER : POS1N,,1.0,0,1,1,1.0,1,0,0,0,0
333,508,518,541,M/C. ID :POS7,,3.0,0,1,1,7.0,1,1,0,0,3
28,546,280,574,RECEIPT : 71857936,,1.0,0,0,1,71857936.0,1,0,1,0,1
331,545,574,577,02/03/18 05:16 PM,date,3.0,0,1,5,18.0,1,0,1,0,0
79,610,232,642,DESCRIPTION,,0.0,0,0,0,0.0,0,0,0,0,0
335,608,413,641,DISC.,,1.0,0,0,0,0.0,0,0,0,0,1
437,606,557,645,SUBTOTAL,,0.0,0,0,0,0.0,0,0,0,0,0
28,673,407,705,061558 - **BMS MILK THISTLE,,3.0,0,1,1,61558.0,1,0,1,0,1
26,708,176,741,1 X 111.30,,1.0,0,0,3,111.0,1,0,2,0,0
296,707,374,739,36.75,,1.0,1,0,2,75.0,1,0,1,0,0
455,707,564,742,72.35 S,,1.0,0,0,2,72.0,1,0,1,0,0
26,740,322,773,910845 - TRILON-E CRM,,2.0,0,0,1,910845.0,1,0,1,0,2
32,770,148,807,1 X 7.00,,1.0,0,1,3,7.0,1,0,2,0,0
467,768,559,805,7.00 Z,,1.0,0,1,2,7.0,1,0,1,0,0
28,835,313,868,TOTAL (INCLUDING GST),,2.0,0,0,0,0.0,0,0,0,0,2
455,832,525,871,79.35,total,1.0,1,0,2,79.0,1,0,1,0,0
30,902,143,939,ROUNDING,,0.0,0,0,0,0.0,0,0,0,0,0
23,931,81,966,NET,,0.0,0,0,0,0.0,0,0,0,0,1
28,968,120,996,TENOER,,0.0,0,0,0,0.0,0,0,0,0,1
33,997,223,1036,CHANGE/BALANCE,,1.0,0,0,0,0.0,0,1,0,0,1
463,904,530,936,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
458,934,530,967,79.35,total,1.0,1,0,2,79.0,1,0,1,0,0
448,969,531,997,100.00,,1.0,1,0,2,100.0,1,0,1,0,0
456,1003,532,1035,20.65,,1.0,1,0,2,65.0,1,0,1,0,0
39,1065,192,1100,GST SUMMARY,,0.0,0,0,0,0.0,0,0,0,0,2
26,1098,169,1130,ZRL @0.00%,,3.0,0,0,2,0.0,1,0,0,0,1
21,1126,164,1170,SR @ 6.00%,,3.0,0,1,2,6.0,1,0,1,0,1
293,1094,356,1129,7.00,,1.0,1,0,2,7.0,1,0,1,0,0
282,1130,354,1163,68.25,,1.0,1,0,2,68.0,1,0,1,0,0
453,1093,515,1132,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
453,1131,520,1161,4.10,,1.0,1,0,2,10.0,1,0,1,0,0
78,1290,534,1325,GOODS SOLD ARE NON-REFUNDABLE BUT,,1.0,0,0,0,0.0,0,0,0,1,3
79,1325,513,1357,EXCHANGEABLE WITHIN 7 DAYS WITH,,0.0,0,1,1,7.0,1,0,1,0,1
132,1352,483,1385,RECEIPT PLUS GOODS ARE IN,,0.0,0,0,0,0.0,0,0,0,0,3
155,1389,446,1424,RESALEABLE CONDITION.,,1.0,0,0,0,0.0,0,0,0,0,0
86,1419,505,1456,ALL FACE MASK & INJECTABLE ARE,,1.0,0,0,0,0.0,0,0,0,1,3
67,1456,529,1486,NON-RETURNABLE & NON -EXCHANGEABLE,,3.0,0,0,0,0.0,0,0,0,1,3
153,1489,435,1517,**SPECIAL PROMOTION,,2.0,0,0,0,0.0,0,0,0,0,1
216,1065,386,1098,AMT (EXCL. GST),,3.0,0,0,0,0.0,0,0,0,0,3
430,1069,519,1095,TAX (RM),,2.0,0,0,0,0.0,0,0,0,0,2
16,32,135,63,3180301,,0.0,1,0,1,3180301.0,1,0,1,0,0
