xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
102,211,844,256,SYARIKAT PERNIAGAAN GIN KEE,company,0.0,0,0,0,0.0,0,0,0,0,4
396,269,548,308,(81109-A),,3.0,0,0,1,81109.0,1,0,1,0,0
254,316,689,351,NO 290. JALAN AIR PANAS.,address,2.0,0,1,1,290.0,1,0,1,0,2
387,359,553,398,"SETAPAK,",address,1.0,0,0,0,0.0,0,0,0,0,0
275,414,666,447,"53200, KUALA LUMPUR",address,1.0,0,0,1,53200.0,1,0,1,0,2
322,459,621,490,TEL: 03-40210276,,2.0,0,0,2,40210276.0,1,1,2,0,1
285,519,654,554,GST ID: 000750673920,,1.0,0,0,1,750673920.0,1,0,1,0,2
244,566,695,601,SIMPLIFIED TAX INVOICE,,0.0,0,0,0,0.0,0,0,0,0,0
53,642,151,669,CASH,,0.0,0,0,0,0.0,0,0,0,0,0
55,695,176,726,DOC NO.,,1.0,0,0,0,0.0,0,0,0,0,2
262,701,502,728,: CS00012441,,1.0,0,0,1,12441.0,1,0,0,0,0
568,697,845,734,DATE: 28/12/2017,date,3.0,0,1,3,2017.0,1,0,1,0,0
55,748,174,777,CASHIER,,0.0,0,0,0,0.0,0,0,0,0,1
267,752,398,779,: USER,,1.0,0,0,0,0.0,0,0,0,0,0
568,746,802,779,TIME: 11:58:00,,3.0,0,1,3,58.0,1,0,1,0,1
53,797,279,836,SALESPERSON:,,1.0,0,0,0,0.0,0,0,0,0,0
562,799,648,830,REF.:,,2.0,0,0,0,0.0,0,0,0,0,1
49,884,123,913,ITEM,,0.0,0,0,0,0.0,0,0,0,0,1
353,886,406,923,QTY,,0.0,0,0,0,0.0,0,0,0,0,1
476,884,591,919,S/PRICE,,1.0,0,0,0,0.0,0,1,0,0,0
638,888,771,917,AMOUNT,,0.0,0,0,0,0.0,0,0,0,0,0
806,886,868,919,TAX,,0.0,0,0,0,0.0,0,0,0,0,1
55,931,129,966,1971,,0.0,1,0,1,1971.0,1,0,1,0,0
371,937,391,966,1,,0.0,1,0,1,1.0,1,0,0,0,0
482,935,585,962,148.40,total,1.0,1,0,2,148.0,1,0,1,0,0
664,937,769,966,148.40,total,1.0,1,0,2,148.0,1,0,1,0,0
816,935,865,964,SR,,0.0,0,0,0,0.0,0,0,0,0,0
51,978,555,1019,PASIR HALUS 1 LOAD (SMALL),,2.0,0,1,1,1.0,1,0,1,0,3
141,1029,287,1064,TOTAL QTY:,,1.0,0,0,0,0.0,0,0,0,0,1
361,1027,384,1064,1,,0.0,1,0,1,1.0,1,0,0,0,0
662,1027,773,1064,148.40,total,1.0,1,0,2,148.0,1,0,1,0,0
141,1097,596,1134,TOTAL SALES (EXCLUDING GST) :,,3.0,0,0,0,0.0,0,0,0,0,2
662,1103,767,1134,140.00,,1.0,1,0,2,140.0,1,0,1,0,0
424,1154,594,1187,DISCOUNT :,,1.0,0,0,0,0.0,0,0,0,0,0
699,1152,767,1187,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
406,1207,593,1242,TOTAL GST :,,1.0,0,0,0,0.0,0,0,0,0,1
695,1211,765,1240,8.40,,1.0,1,0,2,40.0,1,0,1,0,0
414,1259,594,1300,ROUNDING :,,1.0,0,0,0,0.0,0,0,0,0,0
699,1267,765,1294,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
72,1322,595,1361,TOTAL SALES(INCLUSIVE OF GST) :,,3.0,0,0,0,0.0,0,0,0,0,1
660,1326,765,1355,148.40,total,1.0,1,0,2,148.0,1,0,1,0,0
461,1382,592,1413,CASH :,,1.0,0,0,0,0.0,0,0,0,0,0
662,1384,765,1413,148.40,total,1.0,1,0,2,148.0,1,0,1,0,0
433,1433,591,1470,CHANGE :,,1.0,0,0,0,0.0,0,0,0,0,0
695,1433,765,1464,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
111,1525,384,1562,GST SUMMARY,,0.0,0,0,0,0.0,0,0,0,0,2
115,1593,269,1620,TAX CODE,,0.0,0,0,0,0.0,0,0,0,0,1
355,1593,382,1624,%,,1.0,0,0,0,0.0,0,0,0,0,0
467,1593,611,1626,AMT(RM),,2.0,0,0,0,0.0,0,0,1,0,0
676,1591,820,1624,TAX(RM),,2.0,0,0,0,0.0,0,0,0,0,1
115,1634,168,1663,SR,,0.0,0,0,0,0.0,0,0,0,0,0
357,1636,378,1663,6,,0.0,1,0,1,6.0,1,0,0,0,0
506,1634,613,1669,140.00,,1.0,1,0,2,140.0,1,0,1,0,0
750,1636,822,1669,8.40,,1.0,1,0,2,40.0,1,0,1,0,0
305,1693,412,1728,TOTAL:,,1.0,0,0,0,0.0,0,0,0,0,0
502,1695,613,1728,140.00,,1.0,1,0,2,140.0,1,0,1,0,0
750,1695,818,1728,8.40,,1.0,1,0,2,40.0,1,0,1,0,0
102,1790,824,1825,GOODS SOLD ARE NOT RETURNABLE.THANK YOU,,1.0,0,0,0,0.0,0,0,0,0,2
