xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
119,47,367,80,TAN WOON YANN,,0.0,0,0,0,0.0,0,0,0,0,3
93,161,352,183,MR D.T.Y. (JOHOR) SDN BHD,company,5.0,0,0,0,0.0,0,0,0,0,5
137,185,320,204,(CO.REG : 933109-X),,5.0,0,0,1,933109.0,1,0,2,0,0
49,201,391,227,"LOT 1851-A & 1851-B, JALAN KPB 6,",address,5.0,0,0,3,1851.0,1,0,3,1,5
60,228,382,246,"KAWASAN PERINDUSTRIAN BALAKONG,",address,1.0,0,0,0,0.0,0,0,0,0,3
70,249,384,267,"43300 SERI KEMBANGAN, SELANGOR",address,1.0,0,0,1,43300.0,1,0,1,0,3
116,268,331,289,(MR DIY TESCO TERBAU),address,2.0,0,0,0,0.0,0,0,0,0,4
176,290,268,308,-INVOICE-,,2.0,0,0,0,0.0,0,0,0,0,0
14,328,358,351,CHOPPING BOARD 35.5X25.5CM 803M#,,3.0,0,0,5,803.0,1,0,2,0,1
16,349,158,372,EZ10HD05 - 24,,1.0,0,1,3,24.0,1,0,1,0,0
20,371,95,393,8970669,,0.0,1,0,1,8970669.0,1,0,1,0,0
249,373,259,393,1,,0.0,1,0,1,1.0,1,0,0,0,0
266,376,282,393,X,,0.0,0,0,0,0.0,0,0,0,0,0
290,374,343,395,19.00,,1.0,1,0,2,19.0,1,0,1,0,0
358,375,412,396,19.00,,1.0,1,0,2,19.0,1,0,1,0,0
15,394,371,417,AIR PRESSURE SPRAYER SX-575-1 1.5L,,3.0,0,1,4,575.0,1,0,1,0,3
17,413,136,436,HC03-7 - 15,,2.0,0,1,3,15.0,1,1,2,0,0
14,436,93,456,9066468,,0.0,1,0,1,9066468.0,1,0,1,0,0
245,438,258,458,1,,0.0,1,0,1,1.0,1,0,0,0,0
265,437,282,460,X,,0.0,0,0,0,0.0,0,0,0,0,0
296,439,343,459,8.02,,1.0,1,0,2,8.0,1,0,1,0,0
364,436,413,460,8.02,,1.0,1,0,2,8.0,1,0,1,0,0
17,457,332,479,WAXCO WINDSHILED CLEANER 120ML,,0.0,0,0,1,120.0,1,0,0,0,2
15,477,146,497,WA14-3A - 48,,2.0,0,1,3,48.0,1,0,1,0,2
18,501,159,521,9557031100236,,0.0,1,0,1,9557031100236.0,1,0,1,0,0
245,498,259,522,1,,0.0,1,0,1,1.0,1,0,0,0,0
267,502,283,518,X,,0.0,0,0,0,0.0,0,0,0,0,0
294,502,344,523,3.02,,1.0,1,0,2,3.0,1,0,1,0,0
368,502,412,523,3.02,,1.0,1,0,2,3.0,1,0,1,0,0
16,521,278,539,BOPP TAPE 48MM*100M CLEAR,,1.0,0,0,2,100.0,1,0,1,0,4
21,542,124,559,FZ-04 - 36,,2.0,0,1,2,36.0,1,0,1,0,1
19,563,155,583,6935818350846,,0.0,1,0,1,6935818350846.0,1,0,1,0,0
245,561,256,583,1,,0.0,1,0,1,1.0,1,0,0,0,0
265,562,282,586,X,,0.0,0,0,0,0.0,0,0,0,0,0
296,561,340,589,3.88,,1.0,1,0,2,88.0,1,0,1,0,0
367,563,424,586,3.88,,1.0,1,0,2,88.0,1,0,1,0,0
21,604,132,624,ITEM(S) : 4,,3.0,0,1,1,4.0,1,0,0,0,1
329,607,431,628,QTY(S) : 4,,3.0,0,1,1,4.0,1,0,0,0,1
17,643,79,665,TOTAL,,0.0,0,0,0,0.0,0,0,0,0,0
347,650,432,668,RM 33.92,,1.0,0,1,2,92.0,1,0,1,0,1
16,667,216,688,ROUNDING ADJUSTMENT,,0.0,0,0,0,0.0,0,0,0,0,0
345,667,436,689,-RM 0.02,,2.0,0,0,2,2.0,1,0,1,0,1
16,688,155,711,TOTAL ROUNDED,,0.0,0,0,0,0.0,0,0,0,0,1
347,688,431,712,RM 33.90,total,1.0,0,1,2,90.0,1,0,1,0,1
16,710,62,728,CASH,,0.0,0,0,0,0.0,0,0,0,0,0
343,711,435,729,RM 50.00,,1.0,0,1,2,50.0,1,0,1,0,1
15,730,85,754,CHANGE,,0.0,0,0,0,0.0,0,0,0,0,0
349,733,432,753,RM 16.10,,1.0,0,1,2,16.0,1,0,1,0,1
22,773,269,791,12-01-19 21:13 SH01 ZK09,date,3.0,0,0,7,21.0,1,2,4,0,2
297,772,431,794,T4 R000027830,,0.0,0,0,2,27830.0,1,0,0,0,2
18,794,269,812,OPERATOR TRAINEE CASHIER,,0.0,0,0,0,0.0,0,0,0,0,2
82,835,361,855,EXCHANGE ARE ALLOWED WITHIN,,0.0,0,0,0,0.0,0,0,0,0,1
122,858,325,876,7 DAYS WITH RECEIPT.,,1.0,0,1,1,7.0,1,0,1,0,1
101,877,347,899,STRICTLY NO CASH REFUND.,,1.0,0,0,0,0.0,0,0,0,0,0
