xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
376,233,538,276,SUSHI Q,,0.0,0,0,0,0.0,0,0,0,0,2
242,280,678,312,EDEN IMPRESSION SDN BHD,company,0.0,0,0,0,0.0,0,0,0,0,3
373,322,550,358,(894996-D),,3.0,0,0,1,894996.0,1,0,1,0,0
165,362,748,397,"LOT NO : 20, LEVEL UG1, PUBLIKA SOLARIS",address,3.0,0,0,2,20.0,1,0,1,0,5
390,404,528,435,DUTAMAS.,address,1.0,0,0,0,0.0,0,0,0,0,0
226,444,693,481,"NO 1, JALAN DUTAMAS, 50480 KL",address,2.0,0,0,2,50480.0,1,0,2,0,3
324,486,595,519,TEL: 03-62062378,,2.0,0,0,2,62062378.0,1,1,2,0,1
280,527,656,567,(GST ID:000926818304),,3.0,0,0,1,926818304.0,1,0,0,0,2
312,578,612,625,TAX INVOICE,,0.0,0,0,0,0.0,0,0,0,0,0
113,719,194,751,DATE:,,1.0,0,0,0,0.0,0,0,0,0,0
252,717,427,755,20/10/2016,date,2.0,0,1,3,2016.0,1,0,1,0,0
441,719,530,751,TIME:,,1.0,0,0,0,0.0,0,0,0,0,1
610,717,774,749,3:08:19PM,,2.0,0,1,3,19.0,1,0,1,0,0
111,767,366,804,INV NO: 388171,,1.0,0,0,1,388171.0,1,0,1,0,2
112,817,208,856,TABLE:,,1.0,0,0,0,0.0,0,0,0,0,0
114,871,409,905,COUNTER: C1 PAX: 1,,2.0,0,1,2,1.0,1,0,0,0,3
110,921,199,955,STAFF:,,1.0,0,0,0,0.0,0,0,0,0,0
114,997,285,1031,DESCRIPTION,,0.0,0,0,0,0.0,0,0,0,0,0
115,1044,260,1076,UNIT PRICE,,0.0,0,0,0,0.0,0,0,0,0,1
283,1044,486,1075,UNIT DISCOUNT,,0.0,0,0,0,0.0,0,0,0,0,1
703,1041,826,1075,AMOUNT,,0.0,0,0,0,0.0,0,0,0,0,0
837,1023,893,1054,TAX,,0.0,0,0,0,0.0,0,0,0,0,1
838,1062,900,1094,COD,,0.0,0,0,0,0.0,0,0,0,0,1
114,1110,533,1147,ALACARTE SUSHI 2.80,,1.0,0,1,2,80.0,1,0,1,0,2
113,1163,241,1194,RM 2.80,,1.0,0,1,2,80.0,1,0,1,0,1
290,1164,310,1192,2,,0.0,1,0,1,2.0,1,0,0,0,0
355,1162,425,1194,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
716,1160,880,1194,RM5.60 SR,,1.0,0,1,2,60.0,1,0,0,0,0
115,1220,535,1256,ALACARTE SUSHI 1.80,,1.0,0,1,2,80.0,1,0,1,0,2
113,1270,243,1303,RM 1.80,,1.0,0,1,2,80.0,1,0,1,0,1
290,1271,311,1302,2,,0.0,1,0,1,2.0,1,0,0,0,0
355,1267,427,1300,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
718,1269,885,1301,RM3.60 SR,,1.0,0,1,2,60.0,1,0,0,0,0
116,1323,179,1360,QTY:,,1.0,0,0,0,0.0,0,0,0,0,1
254,1324,279,1354,4,,0.0,1,0,1,4.0,1,0,0,0,0
377,1327,593,1365,TOTAL EXCL GST,,0.0,0,0,0,0.0,0,0,0,0,2
