xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
241,37,619,71,MEGAH RETAIL SDN BHD,company,0.0,0,0,0,0.0,0,0,0,0,4
52,87,388,126,"3-7, GROUND FLOOR,",address,3.0,0,1,2,7.0,1,1,2,0,2
432,90,787,123,JLN PURTA DENGKIL 1,address,0.0,0,1,1,1.0,1,0,1,0,3
262,138,581,172,TMN PUTRA DENGKIL,address,0.0,0,0,0,0.0,0,0,0,0,2
91,187,750,222,"43800 DENGKIL, SELANGOR DARUL EHSAN",address,1.0,0,0,1,43800.0,1,0,1,0,1
186,286,679,332,GST REG NO. : 000936312832,,2.0,0,0,1,936312832.0,1,0,1,0,3
323,338,528,372,TAX INVOICE,,0.0,0,0,0,0.0,0,0,0,0,0
57,443,228,476,03/290900,,1.0,0,0,2,290900.0,1,0,0,0,0
438,435,812,471,INV NO.:HQ18E09/0101,,3.0,0,1,3,101.0,1,0,0,0,2
57,491,265,523,PROMOTER:00,,1.0,0,0,1,0.0,1,0,0,0,0
398,488,589,520,09/05/2018,date,2.0,0,1,3,2018.0,1,0,0,0,0
626,486,814,518,1:12:43 PM,,2.0,0,1,3,43.0,1,0,1,0,1
62,540,229,573,ITEM CODE,,0.0,0,0,0,0.0,0,0,0,0,1
419,539,627,578,QTY U/PRICE,,1.0,0,0,0,0.0,0,1,0,0,1
757,537,815,569,AMT,,0.0,0,0,0,0.0,0,0,0,0,1
60,639,459,673,350ML CALPIS ORIGINAL,,0.0,0,0,1,350.0,1,0,0,0,2
60,687,363,720,SR-9556404118038,,1.0,0,0,1,9556404118038.0,1,0,0,0,1
421,688,438,719,1,,0.0,1,0,1,1.0,1,0,0,0,0
549,684,626,719,2.49,,1.0,1,0,2,49.0,1,0,1,0,0
739,682,812,715,2.49,,1.0,1,0,2,49.0,1,0,1,0,0
61,734,249,769,500ML COKE,,0.0,0,0,1,500.0,1,0,0,0,2
61,786,363,819,SR-9555589200392,,1.0,0,0,1,9555589200392.0,1,0,0,0,1
421,786,438,818,1,,0.0,1,0,1,1.0,1,0,0,0,0
551,783,627,816,2.20,,1.0,1,0,2,20.0,1,0,1,0,0
738,783,817,816,2.20,,1.0,1,0,2,20.0,1,0,1,0,0
362,884,627,916,SUB TOTAL : RM,,1.0,0,0,0,0.0,0,0,0,0,3
741,884,815,916,4.69,,1.0,1,0,2,69.0,1,0,1,0,0
309,933,626,975,ROUNDING ADJ : RM,,1.0,0,0,0,0.0,0,0,0,0,2
740,935,814,965,0.01,,1.0,1,0,2,1.0,1,0,1,0,0
63,1032,626,1064,TOTAL SALES INCLUSIVE GST : RM,,1.0,0,0,0,0.0,0,0,0,0,2
740,1032,816,1065,4.70,total,1.0,1,0,2,70.0,1,0,1,0,0
460,1082,627,1114,CASH : RM,,1.0,0,0,0,0.0,0,0,0,0,1
737,1081,816,1111,5.00,,1.0,1,0,2,5.0,1,0,1,0,0
421,1178,627,1219,CHANGE : RM,,1.0,0,0,0,0.0,0,0,0,0,2
740,1178,816,1212,0.30,,1.0,1,0,2,30.0,1,0,1,0,0
61,1276,269,1314,GST SUMMARY,,0.0,0,0,0,0.0,0,0,0,0,2
364,1277,478,1307,AMOUNT,,0.0,0,0,0,0.0,0,0,0,0,0
606,1276,741,1309,GST AMT,,0.0,0,0,0,0.0,0,0,0,0,2
59,1324,212,1357,SR@6.00%,,3.0,0,1,2,6.0,1,0,0,0,0
403,1327,476,1359,4.43,,1.0,1,0,2,43.0,1,0,1,0,0
663,1329,742,1358,0.26,,1.0,1,0,2,26.0,1,0,1,0,0
60,1374,213,1409,ZR@0.00%,,3.0,0,0,2,0.0,1,0,1,0,0
402,1377,477,1409,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
668,1377,737,1408,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
57,1471,343,1506,NO. OF ITEM : 2,,2.0,0,1,1,2.0,1,0,1,0,1
403,1472,664,1513,TOTAL QTY. : 2,,2.0,0,1,1,2.0,1,0,0,0,2
59,1521,401,1561,PRINTEDBY : 290900,,1.0,0,1,1,290900.0,1,0,1,0,1
153,1620,700,1654,GOODS SOLD ARE NOT RETURNABLE,,0.0,0,0,0,0.0,0,0,0,0,2
174,1667,700,1707,"THANK YOU, PLEASE COME AGAIN",,1.0,0,0,0,0.0,0,0,0,0,0
