xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
112,240,365,278,PROSPER NIAGA,company,0.0,0,0,0,0.0,0,0,0,0,0
114,281,574,315,COMPANY NO : SA0099552-P,,2.0,0,0,1,99552.0,1,0,0,0,2
112,319,534,357,"LOT PT 1138 ,PT 33122,",address,2.0,0,0,2,33122.0,1,0,2,0,3
114,357,518,395,BANDAR MAHKOTA CHERAS,address,0.0,0,0,0,0.0,0,0,0,0,3
115,395,539,433,"43200 CHERAS, SELANGOR",address,1.0,0,0,1,43200.0,1,0,1,0,2
114,431,325,469,SITE : 2365,,1.0,0,1,1,2365.0,1,0,1,0,0
112,471,484,505,TEL NO: 03-90199450,,2.0,0,0,2,90199450.0,1,1,2,0,2
114,512,518,544,GST NO : 000534347776,,1.0,0,0,1,534347776.0,1,0,1,0,2
267,586,595,624,PRE-AUTHORISATION,,1.0,0,0,0,0.0,0,0,0,0,1
113,741,654,777,PRE AUTH CODE A02A1530024046,,0.0,0,0,2,1530024046.0,1,0,0,0,2
191,815,595,855,38.61 LITRE PUMP # 07,,2.0,0,1,3,61.0,1,0,2,0,2
114,855,307,893,V-POWER 97,,1.0,0,1,1,97.0,1,0,1,0,2
590,853,633,891,RM,,0.0,0,0,0,0.0,0,0,0,0,1
731,853,883,894,100.00 K,,1.0,0,0,2,100.0,1,0,1,0,0
189,893,292,931,2.590,,1.0,1,0,2,590.0,1,0,1,0,0
321,893,366,931,RM,,0.0,0,0,0,0.0,0,0,0,0,1
402,891,537,932,/ LITRE,,1.0,0,0,0,0.0,0,1,0,0,0
114,965,210,1006,TOTAL,,0.0,0,0,0,0.0,0,0,0,0,0
591,969,634,1003,RM,,0.0,0,0,0,0.0,0,0,0,0,1
729,972,843,1006,100.00,total,1.0,1,0,2,100.0,1,0,1,0,0
115,1008,198,1044,CASH,,0.0,0,0,0,0.0,0,0,0,0,0
595,1007,633,1048,RM,,0.0,0,0,0,0.0,0,0,0,0,1
727,1007,844,1041,100.00,total,1.0,1,0,2,100.0,1,0,1,0,0
114,1079,347,1119,0.00% SR GST,,2.0,0,0,2,0.0,1,0,1,0,2
375,1081,404,1122,K,,0.0,0,0,0,0.0,0,0,0,0,1
594,1084,637,1120,RM,,0.0,0,0,0,0.0,0,0,0,0,1
767,1084,843,1120,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
117,1118,330,1156,TOTAL GROSS,,0.0,0,0,0,0.0,0,0,0,0,0
381,1122,406,1154,K,,0.0,0,0,0,0.0,0,0,0,0,1
592,1124,635,1155,RM,,0.0,0,0,0,0.0,0,0,0,0,1
731,1120,850,1158,100.00,total,1.0,1,0,2,100.0,1,0,1,0,0
115,1234,268,1274,CASHIER:,,1.0,0,0,0,0.0,0,0,0,0,1
112,1270,251,1310,MFIKRI2,,0.0,0,1,1,2.0,1,0,0,0,1
114,1342,805,1394,THIS IS NOT THE FINAL FISCAL RECEIPT,,0.0,0,0,0,0.0,0,0,0,0,2
112,1423,197,1459,DATE,,0.0,0,0,0,0.0,0,0,0,0,0
287,1420,366,1467,TIME,,0.0,0,0,0,0.0,0,0,0,0,1
400,1423,465,1464,NUM,,0.0,0,0,0,0.0,0,0,0,0,1
516,1422,769,1462,POS CNO SHIFT,,0.0,0,0,0,0.0,0,0,0,0,3
114,1461,657,1499,26/06/18 22:40 45107 02 9577,date,3.0,0,0,8,45107.0,1,0,5,0,0
691,1463,751,1501,659,,0.0,1,0,1,659.0,1,0,0,0,0
108,1530,766,1577,DIESEL & PETROL RON95 GIVEN RELIEF,,1.0,0,1,1,95.0,1,0,0,1,3
108,1575,788,1613,UNDER SECTION 56(3)(B) GST ACT 2014,,4.0,0,1,3,2014.0,1,0,2,0,2
108,1649,712,1694,THANK YOU AND PLEASE COME AGAIN,,0.0,0,0,0,0.0,0,0,0,1,1
