xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
45,134,517,174,SANYU STATIONERY SHOP,company,0.0,0,0,0,0.0,0,0,0,0,2
44,184,514,210,"NO. 31G&33G, JALAN SETIA INDAH X ,U13/X",address,5.0,0,0,3,33.0,1,1,1,0,3
46,211,242,233,40170 SETIA ALAM,address,0.0,0,0,1,40170.0,1,0,1,0,1
48,237,439,260,MOBILE /WHATSAPPS : +6012-918 7937,,4.0,0,0,3,7937.0,1,0,2,0,1
44,267,266,289,TEL: +603-3362 4137,,3.0,0,0,3,4137.0,1,1,2,0,2
47,293,326,314,GST ID NO: 001531760640,,1.0,0,0,1,1531760640.0,1,0,1,0,3
409,300,599,333,TAX INVOICE,,0.0,0,0,0,0.0,0,0,0,0,0
37,325,148,344,OWNED BY :,,1.0,0,0,0,0.0,0,0,0,0,0
39,347,379,370,SANYU SUPPLY SDN BHD (1135772-K),,3.0,0,0,1,1135772.0,1,0,1,0,4
42,401,302,424,CASH SALES COUNTER,,0.0,0,0,0,0.0,0,0,0,0,0
56,466,192,487,1. 2022-0124,,2.0,0,0,3,2022.0,1,1,3,0,0
82,550,195,572,5 X 2.2000,,1.0,0,0,3,2000.0,1,0,2,0,0
55,582,191,604,2. 2020-0231,,2.0,0,0,3,2020.0,1,1,3,0,0
82,641,194,661,5 X 4.5000,,1.0,0,0,3,5000.0,1,0,2,0,0
274,466,543,488,DEFLECT-O 120 X 55MM L,,1.0,0,1,2,120.0,1,0,2,0,3
274,492,487,515,SHAPE TAG HOLDER,,0.0,0,0,0,0.0,0,0,0,0,2
274,520,594,546,(LANDSCAPE) (DDKRL-120X55),,5.0,0,0,2,120.0,1,0,0,0,2
471,551,531,571,11.00,,1.0,1,0,2,11.0,1,0,1,0,0
553,551,588,571,SR,,0.0,0,0,0,0.0,0,0,0,0,0
274,582,556,608,"7"" POP MOBILE STAND (M-",,3.0,0,1,1,7.0,1,0,1,0,2
276,605,335,631,1755),,1.0,0,0,1,1755.0,1,0,1,0,0
469,642,531,663,22.50,,1.0,1,0,2,50.0,1,0,1,0,0
557,642,585,664,SR,,0.0,0,0,0,0.0,0,0,0,0,0
29,675,345,700,TOTAL SALES INCLUSIVE GST @6%,,2.0,0,1,1,6.0,1,0,0,0,2
244,707,337,732,DISCOUNT,,0.0,0,0,0,0.0,0,0,0,0,0
243,743,299,772,TOTAL,,0.0,0,0,0,0.0,0,0,0,0,0
244,779,350,806,ROUND ADJ,,0.0,0,0,0,0.0,0,0,0,0,2
244,821,353,844,FINAL TOTAL,,0.0,0,0,0,0.0,0,0,0,0,1
243,876,305,897,CASH,,0.0,0,0,0,0.0,0,0,0,0,0
244,909,334,930,CHANGE,,0.0,0,0,0,0.0,0,0,0,0,0
470,680,531,699,33.50,total,1.0,1,0,2,50.0,1,0,1,0,0
481,711,532,730,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
473,753,534,773,33.50,total,1.0,1,0,2,50.0,1,0,1,0,0
484,784,532,807,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
472,825,534,846,33.50,total,1.0,1,0,2,50.0,1,0,1,0,0
470,882,536,903,50.00,,1.0,1,0,2,50.0,1,0,1,0,0
476,913,535,932,16.50,,1.0,1,0,2,50.0,1,0,1,0,0
34,953,176,978,GST SUMMARY,,0.0,0,0,0,0.0,0,0,0,0,2
259,952,390,975,AMOUNT(RM),,2.0,0,0,0,0.0,0,0,0,0,1
481,952,572,978,TAX(RM),,2.0,0,0,0,0.0,0,0,0,0,1
33,980,131,1009,SR @ 6%,,2.0,0,1,1,6.0,1,0,1,0,1
328,980,388,1008,31.60,,1.0,1,0,2,60.0,1,0,1,0,0
524,984,572,1004,1.90,,1.0,1,0,2,90.0,1,0,1,0,0
29,1060,295,1087,INV NO: CS-SA-0121370,,3.0,0,0,1,121370.0,1,0,0,0,4
322,1062,523,1086,DATE : 01/11/2017,date,3.0,0,1,3,2017.0,1,0,0,0,0
66,1204,576,1231,GOODS SOLD ARE NOT RETURNABLE & REFUNDABLE,,1.0,0,0,0,0.0,0,0,0,1,3
117,1256,529,1279,THANK YOU FOR YOUR PATRONAGE,,0.0,0,0,0,0.0,0,0,0,0,0
195,1285,448,1312,PLEASE COME AGAIN.,,1.0,0,0,0,0.0,0,0,0,0,0
123,1340,525,1364,TERIMA KASIH SILA DATANG LAGI,,0.0,0,0,0,0.0,0,0,0,0,4
72,1390,574,1415,** PLEASE KEEP THIS RECEIPT FOR PROVE OF,,2.0,0,0,0,0.0,0,0,0,0,2
56,1424,595,1450,PURCHASE DATE FOR I.T PRODUCT WARRANTY,,1.0,0,0,0,0.0,0,0,0,0,1
250,1457,398,1478,PURPOSE **,,2.0,0,0,0,0.0,0,0,0,0,1
92,1506,558,1533,FOLLOW US IN FACEBOOK : SANYU.STATIONERY,,2.0,0,0,0,0.0,0,0,0,0,2
