xmin,ymin,xmax,ymax,text,labels,SpecialCharacterCount,isFloat,isDate,TotalDistinctNumber,BigNumLength,DoesContainsNum,POSTagDistributionSYM,POSTagDistributionNUM,POSTagDistributionCCONJ,POSTagDistributionPROPN
73,291,616,328,ECOSWAY.COM SDN BHD (509213A),company,3.0,0,0,1,509213.0,1,0,0,0,4
74,333,777,371,"2ND FLOOR, WISMA COSWAY, JALAN RAJA CHULAN,",address,3.0,0,1,1,2.0,1,0,1,0,6
73,373,555,410,"50200 KUALA LUMPUR, MALAYSIA.",address,2.0,0,0,1,50200.0,1,0,1,0,2
73,411,410,442,TEL :603-2030 1000,,2.0,0,0,3,2030.0,1,1,3,0,1
69,449,407,480,FAX : 603-2142 5587,,2.0,0,0,3,5587.0,1,1,3,0,1
62,485,527,531,EMAIL: INFO@COSWAY.COM.MY,,4.0,0,0,0,0.0,0,0,0,0,1
69,551,721,587,GST REGISTRATION NO : 000212623360,,1.0,0,0,1,212623360.0,1,0,1,0,2
223,651,642,690,TAX INVOICE (ECOSWAY),,2.0,0,0,0,0.0,0,0,0,0,3
91,743,337,777,CENTER : G091,,1.0,0,1,1,91.0,1,0,0,0,1
539,739,790,775,USER ID : G091,,1.0,0,1,1,91.0,1,0,0,0,2
193,791,688,830,ID :VPM185710<LEE MEI YEIN>,,3.0,0,0,1,185710.0,1,1,0,0,5
75,844,715,880,INV NO/DATE:15403-119386(29/07/2016),date,7.0,0,0,5,119386.0,1,1,0,0,3
73,896,489,927,MTD RC AT G091 : 230.60,,2.0,0,0,3,230.0,1,0,1,0,3
73,946,442,980,MTD EV AT G091 : 2.10,,2.0,0,1,3,91.0,1,0,1,0,3
69,1028,210,1056,PROOUCT,,0.0,0,0,0,0.0,0,0,0,0,1
333,1026,462,1057,QTY IOU,,0.0,0,0,0,0.0,0,0,0,0,1
498,1024,668,1055,EV U.PRICE,,1.0,0,0,0,0.0,0,0,0,0,1
688,1026,783,1053,TOTAL,,0.0,0,0,0,0.0,0,0,0,0,0
594,1063,662,1095,(RM),,2.0,0,0,0,0.0,0,0,0,0,1
710,1065,779,1095,(RM),,2.0,0,0,0,0.0,0,0,0,0,1
75,1116,218,1146,8 089884,,0.0,0,0,2,89884.0,1,0,2,0,0
74,1165,442,1204,(B3F1)PM BATHROOM,,2.0,0,1,2,3.0,1,0,0,0,2
75,1221,191,1252,80 0898,,0.0,0,0,2,898.0,1,0,2,0,0
75,1271,508,1304,PM BATHROOM CLEANER,,0.0,0,0,0,0.0,0,0,0,0,1
75,1326,219,1355,8 741698,,0.0,0,0,2,741698.0,1,0,2,0,0
69,1371,341,1417,(A2F1)BG MASK,,2.0,0,1,2,2.0,1,0,0,0,2
75,1432,208,1461,80 74147,,0.0,0,0,2,74147.0,1,0,2,0,0
73,1482,517,1515,BG HYDRATING SPA MASK,,0.0,0,0,0,0.0,0,0,0,0,4
77,1536,209,1566,80 74169,,0.0,0,0,2,74169.0,1,0,2,0,0
73,1588,456,1619,BG VISIBLY SOFT MILK,,0.0,0,0,0,0.0,0,0,0,0,1
378,1117,400,1148,1,,0.0,1,0,1,1.0,1,0,0,0,0
375,1221,397,1252,4,,0.0,1,0,1,4.0,1,0,0,0,0
375,1327,398,1360,2,,0.0,1,0,1,2.0,1,0,0,0,0
375,1433,398,1464,3,,0.0,1,0,1,3.0,1,0,0,0,0
372,1536,397,1568,3,,0.0,1,0,1,3.0,1,0,0,0,0
480,1115,643,1149,0.70 26.70,,2.0,0,0,4,70.0,1,0,2,0,0
480,1323,645,1359,1.40 25.80,,2.0,0,1,4,80.0,1,0,2,0,0
479,1432,640,1463,0.00 0.00,,2.0,0,0,4,0.0,1,0,2,0,0
477,1535,642,1569,0.00 0.00,,2.0,0,0,4,0.0,1,0,2,0,0
691,1112,816,1146,26.70SR,,1.0,0,1,2,70.0,1,0,1,0,0
772,1221,816,1249,SR,,0.0,0,0,0,0.0,0,0,0,0,0
688,1326,816,1357,51.60SR,,1.0,0,0,2,60.0,1,0,1,0,0
709,1430,817,1464,0.00SR,,1.0,0,0,2,0.0,1,0,0,0,0
707,1535,818,1567,0.00SR,,1.0,0,0,2,0.0,1,0,0,0,0
316,1642,794,1673,AMT PAID INCL. GST : RM78.30,total,3.0,0,1,2,78.0,1,0,0,0,2
317,1705,799,1737,AMT PALD EXCL. GST :RM 73.87,,3.0,0,1,2,87.0,1,0,1,0,4
493,1755,795,1791,GST AMT : RM4.43,,2.0,0,1,2,43.0,1,0,0,0,2
70,1805,536,1843,PAID BY : CC'7186:RM78.30,total,4.0,0,0,3,7186.0,1,0,0,0,0
95,1871,360,1914,TOTAL QTY : 10,,1.0,0,1,1,10.0,1,0,1,0,2
133,1926,330,1961,RP USED :0,,1.0,0,0,1,0.0,1,0,0,0,0
157,1969,376,2015,TOTAL EV :2.10,,2.0,0,1,2,10.0,1,0,1,0,1
452,1874,702,1907,RC EARNED :2,,1.0,0,1,1,2.0,1,0,0,0,2
498,1923,697,1961,RC USED :0,,1.0,0,0,1,0.0,1,0,0,0,0
512,1972,693,2015,TOTAL QU :0,,1.0,0,0,1,0.0,1,0,0,0,1
535,2041,794,2078,BIF FROM INV NO :,,1.0,0,0,0,0.0,0,0,0,0,2
438,2091,709,2126,RC BALANCE :0.00,,2.0,0,0,2,0.0,1,0,1,0,0
435,2135,709,2178,QU BALANCE :0.00,,2.0,0,0,2,0.0,1,0,1,0,1
71,2165,355,2197,MEMBER SIGNATURE,,0.0,0,0,0,0.0,0,0,0,0,0
75,2199,489,2234,V2.60 29/07/2016 12:13:52,date,5.0,0,0,8,2016.0,1,0,2,0,1
76,2256,304,2298,GST SUMMARY,,0.0,0,0,0,0.0,0,0,0,0,2
394,2258,553,2294,AMT(RM),,2.0,0,0,0,0.0,0,0,1,0,0
383,2293,553,2331,(EXCL GST),,2.0,0,0,0,0.0,0,0,0,0,2
663,2256,813,2296,TAX(RM),,2.0,0,0,0,0.0,0,0,0,0,1
75,2346,203,2390,SR(6%),,3.0,0,1,1,6.0,1,0,0,0,0
73,2398,197,2440,ZR(0%),,3.0,0,0,1,0.0,1,0,0,0,0
75,2448,255,2491,EX/OS(0%),,4.0,0,0,1,0.0,1,1,0,0,1
78,2511,189,2545,TOTAL,,0.0,0,0,0,0.0,0,0,0,0,0
445,2347,535,2382,73.87,,1.0,1,0,2,87.0,1,0,1,0,0
464,2396,536,2429,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
464,2447,536,2480,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
445,2510,536,2546,73.87,,1.0,1,0,2,87.0,1,0,1,0,0
718,2347,791,2382,4.43,,1.0,1,0,2,43.0,1,0,1,0,0
719,2399,792,2430,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
720,2448,790,2481,0.00,,1.0,1,0,2,0.0,1,0,1,0,0
717,2513,790,2543,4.43,,1.0,1,0,2,43.0,1,0,1,0,0
72,2599,823,2623,SAME STORE WITHIN FOURTEEN(14) DAYS FROM THE PURCHASED,,2.0,0,1,1,14.0,1,0,0,0,0
72,2629,804,2662,DATE SUBJECT TO COMPANY'S APPROVAL. IOU ITEMS MUST BE,,2.0,0,0,0,0.0,0,0,0,0,3
70,2663,747,2693,"""EDEEMED WITHIN THREE(3) MONTHS FROM THE DATE OF",,3.0,0,1,1,3.0,1,0,0,0,3
67,2694,562,2728,INVOICE.(TERMS & CONDITIONS APPLIED),,4.0,0,0,0,0.0,0,0,0,1,2
